"Time (MJD)" LasCumbres/LasCumbres.Bessel_B LasCumbres/LasCumbres.Bessel_B_err LasCumbres/LasCumbres.Bessel_V LasCumbres/LasCumbres.Bessel_V_err LasCumbres/LasCumbres.SDSS_gp LasCumbres/LasCumbres.SDSS_gp_err LasCumbres/LasCumbres.SDSS_ip LasCumbres/LasCumbres.SDSS_ip_err LasCumbres/LasCumbres.SDSS_rp LasCumbres/LasCumbres.SDSS_rp_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
61.700 -14.110 -0.106 -14.923 -0.078 -15.542 -0.111 -16.098 -0.071 -16.397 -0.073 3.857 0.229 2.598 0.523 42.027 41.277
61.800 -14.105 -0.106 -14.918 -0.078 -15.536 -0.110 -16.094 -0.071 -16.392 -0.073 3.855 0.228 2.596 0.522 42.025 41.276
61.900 -14.100 -0.105 -14.912 -0.077 -15.530 -0.109 -16.089 -0.070 -16.388 -0.072 3.853 0.228 2.594 0.522 42.024 41.274
62.000 -14.094 -0.104 -14.906 -0.077 -15.525 -0.108 -16.084 -0.070 -16.384 -0.072 3.851 0.227 2.591 0.521 42.022 41.272
62.100 -14.089 -0.103 -14.901 -0.077 -15.519 -0.107 -16.080 -0.070 -16.379 -0.072 3.850 0.227 2.589 0.520 42.021 41.271
62.200 -14.084 -0.103 -14.895 -0.076 -15.513 -0.106 -16.075 -0.069 -16.375 -0.071 3.848 0.226 2.587 0.519 42.019 41.269
62.300 -14.079 -0.102 -14.889 -0.076 -15.508 -0.105 -16.070 -0.069 -16.371 -0.071 3.847 0.226 2.584 0.518 42.018 41.267
62.400 -14.074 -0.101 -14.883 -0.076 -15.502 -0.104 -16.065 -0.069 -16.366 -0.070 3.845 0.226 2.581 0.517 42.016 41.266
62.500 -14.068 -0.100 -14.877 -0.075 -15.496 -0.103 -16.060 -0.068 -16.361 -0.070 3.844 0.225 2.578 0.515 42.014 41.264
62.600 -14.063 -0.099 -14.871 -0.075 -15.490 -0.101 -16.055 -0.068 -16.357 -0.069 3.842 0.225 2.575 0.514 42.013 41.262
62.700 -14.057 -0.099 -14.865 -0.074 -15.484 -0.100 -16.050 -0.067 -16.352 -0.069 3.841 0.224 2.572 0.513 42.011 41.260
62.800 -14.052 -0.098 -14.859 -0.074 -15.478 -0.099 -16.045 -0.066 -16.347 -0.068 3.840 0.224 2.569 0.512 42.009 41.258
62.900 -14.046 -0.097 -14.853 -0.073 -15.472 -0.098 -16.040 -0.066 -16.342 -0.068 3.838 0.224 2.565 0.511 42.008 41.256
63.000 -14.040 -0.096 -14.847 -0.073 -15.465 -0.097 -16.035 -0.065 -16.337 -0.067 3.837 0.223 2.562 0.509 42.006 41.253
63.100 -14.035 -0.095 -14.841 -0.072 -15.459 -0.095 -16.030 -0.065 -16.332 -0.067 3.836 0.223 2.558 0.508 42.004 41.251
63.200 -14.029 -0.094 -14.834 -0.071 -15.453 -0.094 -16.025 -0.064 -16.327 -0.066 3.835 0.222 2.554 0.507 42.002 41.249
63.300 -14.023 -0.093 -14.828 -0.071 -15.447 -0.093 -16.020 -0.063 -16.322 -0.065 3.834 0.222 2.550 0.505 42.000 41.246
63.400 -14.017 -0.092 -14.821 -0.070 -15.440 -0.091 -16.014 -0.063 -16.317 -0.064 3.833 0.222 2.546 0.504 41.998 41.244
63.500 -14.011 -0.091 -14.815 -0.070 -15.434 -0.090 -16.009 -0.062 -16.312 -0.064 3.832 0.221 2.541 0.502 41.996 41.241
63.600 -14.005 -0.090 -14.808 -0.069 -15.427 -0.089 -16.004 -0.061 -16.307 -0.063 3.831 0.221 2.537 0.501 41.995 41.239
63.700 -13.999 -0.089 -14.802 -0.068 -15.421 -0.087 -15.998 -0.060 -16.302 -0.062 3.830 0.221 2.532 0.499 41.992 41.236
63.800 -13.993 -0.088 -14.795 -0.067 -15.414 -0.086 -15.993 -0.059 -16.296 -0.061 3.829 0.220 2.527 0.497 41.990 41.233
63.900 -13.987 -0.087 -14.788 -0.067 -15.407 -0.084 -15.988 -0.059 -16.291 -0.060 3.828 0.220 2.522 0.496 41.988 41.231
64.000 -13.980 -0.086 -14.781 -0.066 -15.401 -0.083 -15.982 -0.058 -16.285 -0.060 3.827 0.220 2.517 0.494 41.986 41.228
64.100 -13.974 -0.085 -14.775 -0.065 -15.394 -0.082 -15.977 -0.057 -16.280 -0.059 3.827 0.219 2.512 0.492 41.984 41.225
64.200 -13.968 -0.084 -14.768 -0.064 -15.387 -0.080 -15.971 -0.056 -16.274 -0.058 3.826 0.219 2.506 0.490 41.982 41.222
64.300 -13.961 -0.083 -14.761 -0.064 -15.380 -0.079 -15.966 -0.055 -16.268 -0.057 3.826 0.219 2.500 0.488 41.980 41.218
64.400 -13.955 -0.082 -14.754 -0.063 -15.373 -0.077 -15.960 -0.054 -16.263 -0.056 3.825 0.219 2.495 0.486 41.978 41.215
64.500 -13.948 -0.081 -14.746 -0.062 -15.366 -0.076 -15.954 -0.053 -16.257 -0.055 3.825 0.218 2.488 0.484 41.975 41.212
64.600 -13.942 -0.080 -14.739 -0.061 -15.359 -0.074 -15.949 -0.052 -16.251 -0.054 3.825 0.218 2.482 0.482 41.973 41.208
64.700 -13.935 -0.079 -14.732 -0.060 -15.352 -0.072 -15.943 -0.051 -16.245 -0.053 3.825 0.218 2.475 0.480 41.971 41.205
64.800 -13.928 -0.078 -14.725 -0.059 -15.345 -0.071 -15.937 -0.050 -16.239 -0.052 3.825 0.218 2.469 0.478 41.968 41.201
64.900 -13.921 -0.077 -14.717 -0.058 -15.337 -0.069 -15.931 -0.049 -16.233 -0.051 3.825 0.218 2.462 0.476 41.966 41.197
65.000 -13.915 -0.076 -14.710 -0.057 -15.330 -0.068 -15.925 -0.048 -16.227 -0.050 3.825 0.217 2.454 0.473 41.963 41.193
65.100 -13.908 -0.075 -14.702 -0.057 -15.323 -0.066 -15.920 -0.047 -16.221 -0.049 3.825 0.217 2.447 0.471 41.961 41.189
65.200 -13.901 -0.074 -14.695 -0.056 -15.315 -0.064 -15.914 -0.046 -16.214 -0.048 3.826 0.217 2.439 0.469 41.958 41.185
65.300 -13.894 -0.073 -14.687 -0.055 -15.308 -0.063 -15.908 -0.044 -16.208 -0.046 3.826 0.217 2.431 0.466 41.955 41.181
65.400 -13.886 -0.072 -14.679 -0.054 -15.300 -0.061 -15.902 -0.043 -16.202 -0.045 3.827 0.217 2.423 0.464 41.953 41.176
65.500 -13.879 -0.071 -14.671 -0.053 -15.292 -0.060 -15.896 -0.042 -16.195 -0.044 3.828 0.217 2.414 0.461 41.950 41.172
65.600 -13.872 -0.070 -14.664 -0.052 -15.285 -0.058 -15.890 -0.041 -16.189 -0.043 3.829 0.217 2.405 0.458 41.947 41.167
65.700 -13.865 -0.069 -14.656 -0.051 -15.277 -0.056 -15.883 -0.040 -16.182 -0.042 3.830 0.217 2.396 0.456 41.944 41.162
65.800 -13.857 -0.068 -14.648 -0.050 -15.269 -0.055 -15.877 -0.039 -16.175 -0.041 3.831 0.217 2.386 0.453 41.942 41.157
65.900 -13.850 -0.067 -14.639 -0.049 -15.261 -0.053 -15.871 -0.037 -16.168 -0.040 3.833 0.217 2.376 0.450 41.939 41.152
66.000 -13.843 -0.066 -14.631 -0.048 -15.253 -0.051 -15.865 -0.036 -16.162 -0.038 3.834 0.217 2.366 0.447 41.936 41.147
66.100 -13.835 -0.065 -14.623 -0.047 -15.245 -0.050 -15.859 -0.035 -16.155 -0.037 3.836 0.217 2.356 0.444 41.933 41.141
66.200 -13.827 -0.064 -14.615 -0.046 -15.237 -0.048 -15.852 -0.034 -16.148 -0.036 3.838 0.218 2.345 0.441 41.929 41.136
66.300 -13.820 -0.063 -14.606 -0.046 -15.229 -0.047 -15.846 -0.033 -16.141 -0.035 3.840 0.218 2.334 0.438 41.926 41.130
66.400 -13.812 -0.063 -14.598 -0.045 -15.221 -0.045 -15.840 -0.032 -16.134 -0.034 3.843 0.218 2.322 0.435 41.923 41.124
66.500 -13.804 -0.062 -14.589 -0.044 -15.212 -0.044 -15.833 -0.030 -16.126 -0.033 3.845 0.219 2.311 0.433 41.920 41.118
66.600 -13.796 -0.061 -14.580 -0.043 -15.204 -0.042 -15.827 -0.029 -16.119 -0.032 3.848 0.220 2.299 0.430 41.917 41.112
66.700 -13.788 -0.060 -14.572 -0.042 -15.196 -0.041 -15.820 -0.028 -16.112 -0.031 3.851 0.220 2.286 0.427 41.913 41.106
66.800 -13.780 -0.060 -14.563 -0.042 -15.187 -0.039 -15.813 -0.027 -16.104 -0.030 3.854 0.221 2.274 0.424 41.910 41.101
66.900 -13.772 -0.059 -14.554 -0.041 -15.179 -0.038 -15.807 -0.026 -16.097 -0.029 3.857 0.222 2.262 0.422 41.907 41.095
67.000 -13.764 -0.059 -14.545 -0.040 -15.170 -0.037 -15.800 -0.025 -16.089 -0.028 3.860 0.223 2.249 0.420 41.903 41.089
67.100 -13.756 -0.058 -14.536 -0.040 -15.162 -0.036 -15.794 -0.024 -16.082 -0.027 3.863 0.224 2.237 0.418 41.900 41.084
67.200 -13.748 -0.058 -14.527 -0.039 -15.153 -0.035 -15.787 -0.024 -16.074 -0.026 3.866 0.225 2.225 0.416 41.896 41.079
67.300 -13.740 -0.057 -14.518 -0.039 -15.144 -0.034 -15.780 -0.023 -16.066 -0.026 3.869 0.226 2.213 0.414 41.893 41.074
67.400 -13.731 -0.057 -14.508 -0.038 -15.135 -0.033 -15.773 -0.022 -16.058 -0.025 3.871 0.227 2.202 0.413 41.890 41.069
67.500 -13.723 -0.057 -14.499 -0.038 -15.126 -0.033 -15.766 -0.022 -16.050 -0.024 3.873 0.228 2.191 0.411 41.886 41.065
67.600 -13.715 -0.057 -14.489 -0.038 -15.117 -0.032 -15.759 -0.021 -16.042 -0.024 3.875 0.229 2.181 0.410 41.883 41.062
67.700 -13.706 -0.057 -14.480 -0.038 -15.108 -0.032 -15.752 -0.021 -16.034 -0.024 3.875 0.230 2.172 0.410 41.880 41.059
67.800 -13.697 -0.057 -14.470 -0.038 -15.099 -0.032 -15.745 -0.021 -16.026 -0.024 3.875 0.231 2.164 0.409 41.877 41.056
67.900 -13.689 -0.057 -14.460 -0.038 -15.090 -0.032 -15.738 -0.021 -16.017 -0.024 3.875 0.231 2.158 0.409 41.874 41.054
68.000 -13.680 -0.057 -14.450 -0.038 -15.081 -0.032 -15.731 -0.021 -16.009 -0.024 3.873 0.231 2.152 0.409 41.871 41.053
68.100 -13.671 -0.057 -14.440 -0.038 -15.071 -0.033 -15.724 -0.021 -16.001 -0.024 3.871 0.231 2.147 0.409 41.868 41.052
68.200 -13.663 -0.058 -14.430 -0.038 -15.062 -0.033 -15.717 -0.021 -15.992 -0.024 3.868 0.231 2.143 0.409 41.865 41.051
68.300 -13.654 -0.058 -14.420 -0.038 -15.052 -0.034 -15.710 -0.022 -15.984 -0.025 3.865 0.231 2.139 0.409 41.862 41.050
68.400 -13.645 -0.059 -14.410 -0.038 -15.043 -0.035 -15.703 -0.023 -15.975 -0.026 3.861 0.231 2.136 0.409 41.859 41.050
68.500 -13.636 -0.059 -14.400 -0.039 -15.033 -0.036 -15.695 -0.023 -15.966 -0.026 3.858 0.230 2.133 0.409 41.856 41.050
68.600 -13.627 -0.060 -14.389 -0.039 -15.024 -0.038 -15.688 -0.024 -15.957 -0.027 3.854 0.230 2.131 0.409 41.853 41.050
68.700 -13.617 -0.061 -14.379 -0.040 -15.014 -0.039 -15.680 -0.025 -15.948 -0.028 3.850 0.229 2.128 0.409 41.850 41.050
68.800 -13.608 -0.061 -14.368 -0.040 -15.004 -0.040 -15.673 -0.025 -15.939 -0.028 3.846 0.229 2.125 0.410 41.848 41.050
68.900 -13.599 -0.062 -14.357 -0.041 -14.994 -0.042 -15.665 -0.026 -15.930 -0.029 3.842 0.228 2.123 0.410 41.845 41.050
69.000 -13.590 -0.063 -14.347 -0.041 -14.984 -0.043 -15.658 -0.027 -15.921 -0.030 3.838 0.228 2.120 0.410 41.842 41.049
69.100 -13.580 -0.064 -14.336 -0.042 -14.974 -0.045 -15.650 -0.028 -15.912 -0.031 3.834 0.227 2.116 0.410 41.839 41.049
69.200 -13.571 -0.065 -14.325 -0.043 -14.964 -0.047 -15.642 -0.029 -15.902 -0.032 3.831 0.227 2.113 0.410 41.836 41.049
69.300 -13.561 -0.066 -14.314 -0.043 -14.954 -0.049 -15.634 -0.030 -15.893 -0.033 3.827 0.226 2.109 0.411 41.832 41.048
69.400 -13.552 -0.067 -14.303 -0.044 -14.944 -0.050 -15.627 -0.031 -15.883 -0.034 3.824 0.226 2.104 0.411 41.829 41.048
69.500 -13.542 -0.068 -14.292 -0.045 -14.933 -0.052 -15.619 -0.032 -15.874 -0.035 3.821 0.226 2.100 0.411 41.826 41.047
69.600 -13.532 -0.069 -14.280 -0.045 -14.923 -0.054 -15.611 -0.032 -15.864 -0.036 3.819 0.226 2.095 0.410 41.823 41.046
69.700 -13.522 -0.070 -14.269 -0.046 -14.912 -0.056 -15.602 -0.033 -15.854 -0.037 3.816 0.226 2.090 0.410 41.819 41.045
69.800 -13.512 -0.071 -14.257 -0.047 -14.902 -0.058 -15.594 -0.034 -15.844 -0.038 3.814 0.226 2.084 0.410 41.816 41.044
69.900 -13.502 -0.072 -14.246 -0.047 -14.891 -0.060 -15.586 -0.035 -15.834 -0.039 3.812 0.225 2.078 0.410 41.813 41.042
70.000 -13.492 -0.073 -14.234 -0.048 -14.881 -0.062 -15.578 -0.036 -15.824 -0.040 3.810 0.226 2.072 0.409 41.809 41.041
70.100 -13.482 -0.075 -14.222 -0.049 -14.870 -0.064 -15.569 -0.037 -15.814 -0.041 3.808 0.226 2.065 0.409 41.805 41.039
70.200 -13.472 -0.076 -14.211 -0.050 -14.859 -0.066 -15.561 -0.037 -15.804 -0.041 3.806 0.226 2.058 0.409 41.802 41.037
70.300 -13.462 -0.077 -14.199 -0.050 -14.848 -0.068 -15.552 -0.038 -15.793 -0.042 3.805 0.226 2.051 0.408 41.798 41.035
70.400 -13.452 -0.078 -14.187 -0.051 -14.837 -0.070 -15.544 -0.039 -15.783 -0.043 3.803 0.226 2.044 0.408 41.794 41.033
70.500 -13.441 -0.080 -14.175 -0.052 -14.826 -0.072 -15.535 -0.040 -15.773 -0.044 3.802 0.226 2.036 0.407 41.791 41.030
70.600 -13.431 -0.081 -14.163 -0.052 -14.815 -0.074 -15.526 -0.040 -15.762 -0.045 3.801 0.226 2.028 0.406 41.787 41.028
70.700 -13.420 -0.082 -14.150 -0.053 -14.804 -0.076 -15.517 -0.041 -15.751 -0.046 3.800 0.227 2.020 0.406 41.783 41.025
70.800 -13.409 -0.084 -14.138 -0.053 -14.792 -0.078 -15.508 -0.042 -15.740 -0.046 3.799 0.227 2.012 0.405 41.779 41.023
70.900 -13.399 -0.085 -14.126 -0.054 -14.781 -0.080 -15.499 -0.042 -15.730 -0.047 3.798 0.228 2.003 0.404 41.775 41.020
71.000 -13.388 -0.086 -14.113 -0.055 -14.769 -0.082 -15.490 -0.043 -15.719 -0.048 3.798 0.228 1.995 0.403 41.771 41.017
71.100 -13.377 -0.088 -14.101 -0.055 -14.758 -0.084 -15.480 -0.043 -15.708 -0.048 3.797 0.228 1.986 0.402 41.767 41.014
71.200 -13.366 -0.089 -14.088 -0.056 -14.746 -0.087 -15.471 -0.044 -15.697 -0.049 3.797 0.229 1.977 0.402 41.762 41.011
71.300 -13.355 -0.090 -14.075 -0.056 -14.734 -0.089 -15.462 -0.044 -15.685 -0.050 3.797 0.229 1.967 0.401 41.758 41.008
71.400 -13.344 -0.092 -14.062 -0.057 -14.723 -0.091 -15.452 -0.045 -15.674 -0.050 3.796 0.230 1.958 0.400 41.754 41.005
71.500 -13.333 -0.093 -14.049 -0.057 -14.711 -0.093 -15.442 -0.045 -15.663 -0.051 3.796 0.231 1.948 0.399 41.750 41.002
71.600 -13.322 -0.094 -14.036 -0.058 -14.699 -0.095 -15.432 -0.045 -15.651 -0.051 3.796 0.231 1.939 0.398 41.745 40.998
71.700 -13.310 -0.096 -14.023 -0.058 -14.687 -0.097 -15.422 -0.046 -15.640 -0.052 3.796 0.232 1.929 0.397 41.741 40.995
71.800 -13.299 -0.097 -14.010 -0.058 -14.674 -0.099 -15.412 -0.046 -15.628 -0.052 3.796 0.233 1.919 0.396 41.736 40.991
71.900 -13.288 -0.098 -13.997 -0.059 -14.662 -0.101 -15.402 -0.046 -15.616 -0.053 3.797 0.233 1.909 0.395 41.732 40.988
72.000 -13.276 -0.100 -13.983 -0.059 -14.650 -0.103 -15.392 -0.046 -15.604 -0.053 3.797 0.234 1.898 0.394 41.727 40.984
72.100 -13.264 -0.101 -13.970 -0.059 -14.638 -0.105 -15.382 -0.046 -15.592 -0.053 3.797 0.235 1.888 0.393 41.723 40.981
72.200 -13.253 -0.102 -13.957 -0.060 -14.625 -0.107 -15.371 -0.047 -15.580 -0.054 3.798 0.236 1.878 0.392 41.718 40.977
72.300 -13.241 -0.104 -13.943 -0.060 -14.613 -0.109 -15.361 -0.047 -15.568 -0.054 3.798 0.237 1.867 0.391 41.713 40.973
72.400 -13.229 -0.105 -13.929 -0.060 -14.600 -0.111 -15.350 -0.047 -15.556 -0.054 3.799 0.238 1.856 0.390 41.709 40.969
72.500 -13.217 -0.106 -13.915 -0.060 -14.587 -0.113 -15.339 -0.047 -15.544 -0.054 3.799 0.239 1.846 0.388 41.704 40.965
72.600 -13.205 -0.108 -13.902 -0.061 -14.574 -0.115 -15.328 -0.047 -15.531 -0.055 3.800 0.240 1.835 0.387 41.699 40.961
72.700 -13.193 -0.109 -13.888 -0.061 -14.561 -0.117 -15.317 -0.047 -15.519 -0.055 3.801 0.241 1.824 0.386 41.694 40.957
72.800 -13.181 -0.111 -13.874 -0.061 -14.548 -0.119 -15.306 -0.047 -15.506 -0.055 3.802 0.242 1.813 0.385 41.689 40.953
72.900 -13.168 -0.112 -13.860 -0.061 -14.535 -0.121 -15.295 -0.046 -15.493 -0.055 3.802 0.243 1.802 0.384 41.684 40.949
73.000 -13.156 -0.113 -13.845 -0.061 -14.522 -0.123 -15.283 -0.046 -15.481 -0.055 3.803 0.244 1.791 0.383 41.680 40.945
73.100 -13.143 -0.115 -13.831 -0.061 -14.509 -0.125 -15.271 -0.046 -15.468 -0.055 3.804 0.245 1.779 0.382 41.674 40.941
73.200 -13.131 -0.116 -13.817 -0.061 -14.496 -0.127 -15.260 -0.046 -15.455 -0.055 3.806 0.247 1.768 0.381 41.669 40.936
73.300 -13.118 -0.117 -13.802 -0.061 -14.482 -0.129 -15.248 -0.045 -15.442 -0.055 3.807 0.248 1.757 0.380 41.664 40.932
73.400 -13.106 -0.118 -13.788 -0.061 -14.469 -0.131 -15.236 -0.045 -15.429 -0.055 3.808 0.249 1.745 0.379 41.659 40.928
73.500 -13.093 -0.120 -13.773 -0.061 -14.455 -0.133 -15.224 -0.045 -15.415 -0.054 3.809 0.251 1.734 0.378 41.654 40.924
73.600 -13.080 -0.121 -13.759 -0.061 -14.441 -0.135 -15.212 -0.044 -15.402 -0.054 3.811 0.252 1.722 0.377 41.649 40.919
73.700 -13.067 -0.122 -13.744 -0.060 -14.428 -0.137 -15.199 -0.044 -15.388 -0.054 3.812 0.254 1.710 0.376 41.644 40.915
73.800 -13.054 -0.124 -13.729 -0.060 -14.414 -0.139 -15.187 -0.043 -15.375 -0.054 3.813 0.255 1.699 0.375 41.638 40.910
73.900 -13.041 -0.125 -13.714 -0.060 -14.400 -0.141 -15.174 -0.043 -15.361 -0.053 3.815 0.257 1.687 0.374 41.633 40.906
74.000 -13.028 -0.126 -13.699 -0.060 -14.386 -0.143 -15.161 -0.042 -15.347 -0.053 3.817 0.259 1.675 0.373 41.628 40.901
74.100 -13.014 -0.128 -13.684 -0.060 -14.372 -0.145 -15.148 -0.042 -15.334 -0.053 3.818 0.261 1.664 0.372 41.622 40.897
74.200 -13.001 -0.129 -13.669 -0.059 -14.357 -0.147 -15.135 -0.041 -15.320 -0.052 3.820 0.262 1.652 0.371 41.617 40.892
74.300 -12.987 -0.130 -13.653 -0.059 -14.343 -0.149 -15.122 -0.040 -15.306 -0.052 3.822 0.264 1.640 0.370 41.612 40.888
74.400 -12.974 -0.131 -13.638 -0.059 -14.329 -0.151 -15.108 -0.040 -15.291 -0.051 3.824 0.266 1.628 0.370 41.606 40.883
74.500 -12.960 -0.133 -13.623 -0.058 -14.314 -0.153 -15.095 -0.039 -15.277 -0.051 3.826 0.269 1.616 0.369 41.601 40.878
74.600 -12.953 -0.134 -13.613 -0.058 -14.306 -0.154 -15.087 -0.038 -15.269 -0.050 3.828 0.271 1.609 0.369 41.597 40.876
74.700 -12.955 -0.135 -13.613 -0.058 -14.307 -0.156 -15.089 -0.037 -15.270 -0.049 3.830 0.273 1.608 0.371 41.598 40.878
74.800 -12.957 -0.137 -13.614 -0.057 -14.308 -0.158 -15.091 -0.037 -15.272 -0.049 3.832 0.276 1.608 0.373 41.599 40.880
74.900 -12.959 -0.138 -13.614 -0.057 -14.309 -0.160 -15.093 -0.036 -15.273 -0.048 3.835 0.278 1.607 0.375 41.600 40.881
75.000 -12.961 -0.139 -13.614 -0.056 -14.310 -0.162 -15.095 -0.035 -15.275 -0.047 3.837 0.281 1.606 0.378 41.601 40.883
75.100 -12.963 -0.140 -13.615 -0.056 -14.312 -0.164 -15.096 -0.034 -15.276 -0.047 3.840 0.284 1.606 0.380 41.601 40.885
75.200 -12.965 -0.142 -13.615 -0.055 -14.313 -0.166 -15.098 -0.033 -15.277 -0.046 3.843 0.287 1.605 0.382 41.602 40.886
75.300 -12.967 -0.143 -13.615 -0.055 -14.314 -0.168 -15.099 -0.032 -15.279 -0.045 3.846 0.290 1.604 0.385 41.603 40.888
75.400 -12.969 -0.144 -13.615 -0.054 -14.315 -0.169 -15.101 -0.031 -15.280 -0.044 3.849 0.293 1.602 0.387 41.604 40.890
75.500 -12.971 -0.145 -13.616 -0.054 -14.316 -0.171 -15.102 -0.030 -15.281 -0.043 3.853 0.296 1.601 0.390 41.605 40.892
75.600 -12.973 -0.147 -13.616 -0.053 -14.317 -0.173 -15.103 -0.029 -15.283 -0.042 3.856 0.300 1.599 0.392 41.605 40.893
75.700 -12.975 -0.148 -13.616 -0.053 -14.318 -0.175 -15.104 -0.028 -15.284 -0.042 3.860 0.304 1.597 0.395 41.606 40.895
75.800 -12.977 -0.149 -13.616 -0.052 -14.319 -0.177 -15.105 -0.027 -15.285 -0.041 3.865 0.308 1.595 0.398 41.607 40.896
75.900 -12.979 -0.150 -13.617 -0.052 -14.320 -0.178 -15.106 -0.026 -15.286 -0.040 3.869 0.312 1.592 0.401 41.607 40.898
76.000 -12.981 -0.152 -13.617 -0.051 -14.321 -0.180 -15.107 -0.025 -15.287 -0.039 3.874 0.316 1.589 0.403 41.608 40.899
76.100 -12.983 -0.153 -13.617 -0.051 -14.322 -0.182 -15.108 -0.024 -15.289 -0.038 3.880 0.320 1.585 0.406 41.608 40.900
76.200 -12.985 -0.154 -13.617 -0.050 -14.323 -0.184 -15.108 -0.023 -15.290 -0.037 3.886 0.325 1.581 0.408 41.609 40.901
76.300 -12.987 -0.155 -13.617 -0.050 -14.324 -0.186 -15.109 -0.022 -15.291 -0.036 3.892 0.330 1.576 0.410 41.609 40.901
76.400 -12.989 -0.157 -13.618 -0.049 -14.325 -0.187 -15.109 -0.022 -15.292 -0.035 3.899 0.334 1.571 0.412 41.609 40.901
76.500 -12.991 -0.158 -13.618 -0.049 -14.326 -0.189 -15.110 -0.021 -15.293 -0.034 3.907 0.339 1.565 0.413 41.609 40.901
76.600 -12.993 -0.159 -13.618 -0.048 -14.327 -0.191 -15.110 -0.020 -15.294 -0.033 3.915 0.343 1.558 0.414 41.609 40.899
76.700 -12.995 -0.160 -13.618 -0.048 -14.328 -0.193 -15.110 -0.019 -15.295 -0.032 3.923 0.347 1.550 0.414 41.608 40.897
76.800 -12.997 -0.162 -13.618 -0.048 -14.329 -0.194 -15.110 -0.019 -15.296 -0.031 3.931 0.350 1.541 0.413 41.607 40.894
76.900 -12.999 -0.163 -13.618 -0.047 -14.330 -0.196 -15.110 -0.018 -15.297 -0.030 3.940 0.353 1.532 0.411 41.605 40.890
77.000 -13.001 -0.164 -13.619 -0.047 -14.331 -0.198 -15.109 -0.018 -15.298 -0.030 3.949 0.355 1.523 0.409 41.604 40.885
77.100 -13.002 -0.165 -13.619 -0.047 -14.332 -0.200 -15.109 -0.018 -15.299 -0.029 3.958 0.356 1.512 0.404 41.601 40.878
77.200 -13.004 -0.167 -13.619 -0.047 -14.333 -0.201 -15.108 -0.018 -15.300 -0.028 3.964 0.355 1.503 0.399 41.599 40.871
77.300 -13.006 -0.168 -13.619 -0.047 -14.333 -0.203 -15.108 -0.018 -15.300 -0.028 3.970 0.354 1.494 0.394 41.597 40.863
77.400 -13.008 -0.169 -13.619 -0.047 -14.334 -0.205 -15.107 -0.018 -15.301 -0.027 3.975 0.351 1.486 0.387 41.594 40.854
77.500 -13.010 -0.170 -13.619 -0.047 -14.335 -0.207 -15.107 -0.019 -15.302 -0.027 3.978 0.347 1.479 0.380 41.591 40.844
77.600 -13.012 -0.172 -13.619 -0.047 -14.336 -0.208 -15.106 -0.019 -15.303 -0.027 3.979 0.342 1.474 0.372 41.589 40.834
77.700 -13.013 -0.173 -13.619 -0.048 -14.336 -0.210 -15.105 -0.020 -15.303 -0.027 3.978 0.336 1.471 0.364 41.587 40.824
77.800 -13.015 -0.174 -13.620 -0.048 -14.337 -0.212 -15.105 -0.021 -15.304 -0.027 3.976 0.330 1.469 0.357 41.585 40.814
77.900 -13.017 -0.175 -13.620 -0.048 -14.338 -0.213 -15.104 -0.022 -15.305 -0.027 3.973 0.322 1.469 0.350 41.583 40.805
78.000 -13.019 -0.177 -13.620 -0.049 -14.339 -0.215 -15.103 -0.023 -15.306 -0.028 3.968 0.315 1.470 0.343 41.582 40.797
78.100 -13.021 -0.178 -13.620 -0.050 -14.339 -0.217 -15.102 -0.025 -15.306 -0.028 3.963 0.307 1.473 0.336 41.581 40.790
78.200 -13.022 -0.179 -13.620 -0.050 -14.340 -0.218 -15.102 -0.026 -15.307 -0.029 3.956 0.300 1.476 0.330 41.580 40.783
78.300 -13.024 -0.181 -13.620 -0.051 -14.341 -0.220 -15.101 -0.028 -15.307 -0.030 3.950 0.292 1.481 0.325 41.580 40.778
78.400 -13.026 -0.182 -13.620 -0.052 -14.341 -0.222 -15.100 -0.029 -15.308 -0.031 3.943 0.285 1.486 0.320 41.580 40.773
78.500 -13.028 -0.183 -13.620 -0.053 -14.342 -0.223 -15.099 -0.031 -15.308 -0.032 3.937 0.279 1.491 0.315 41.580 40.769
78.600 -13.029 -0.185 -13.620 -0.054 -14.343 -0.225 -15.098 -0.032 -15.309 -0.034 3.930 0.273 1.496 0.311 41.580 40.766
78.700 -13.031 -0.186 -13.620 -0.055 -14.343 -0.227 -15.097 -0.034 -15.309 -0.035 3.924 0.267 1.502 0.308 41.581 40.763
78.800 -13.033 -0.187 -13.620 -0.057 -14.344 -0.228 -15.097 -0.036 -15.310 -0.036 3.918 0.262 1.507 0.304 41.581 40.761
78.900 -13.034 -0.189 -13.621 -0.058 -14.344 -0.230 -15.096 -0.038 -15.310 -0.038 3.912 0.257 1.512 0.301 41.582 40.759
79.000 -13.036 -0.190 -13.621 -0.059 -14.345 -0.231 -15.095 -0.039 -15.311 -0.040 3.907 0.252 1.517 0.299 41.582 40.758
79.100 -13.038 -0.191 -13.621 -0.061 -14.345 -0.233 -15.094 -0.041 -15.311 -0.041 3.902 0.248 1.522 0.296 41.583 40.757
