"Time (MJD)" LasCumbres/LasCumbres.Bessel_B LasCumbres/LasCumbres.Bessel_B_err LasCumbres/LasCumbres.Bessel_V LasCumbres/LasCumbres.Bessel_V_err LasCumbres/LasCumbres.SDSS_gp LasCumbres/LasCumbres.SDSS_gp_err LasCumbres/LasCumbres.SDSS_ip LasCumbres/LasCumbres.SDSS_ip_err LasCumbres/LasCumbres.SDSS_rp LasCumbres/LasCumbres.SDSS_rp_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
-40.000 -16.484 -0.023 -16.743 -0.023 -16.694 -0.023 -16.754 -0.023 -16.694 -0.025 8.222 0.484 0.723 0.073 42.231 40.907
-39.900 -16.481 -0.022 -16.740 -0.022 -16.693 -0.022 -16.754 -0.021 -16.695 -0.023 8.203 0.480 0.726 0.073 42.230 40.901
-39.800 -16.478 -0.021 -16.738 -0.021 -16.693 -0.021 -16.754 -0.020 -16.696 -0.022 8.183 0.475 0.728 0.073 42.229 40.895
-39.700 -16.476 -0.019 -16.736 -0.020 -16.692 -0.019 -16.754 -0.019 -16.697 -0.021 8.163 0.471 0.731 0.073 42.228 40.889
-39.600 -16.473 -0.018 -16.733 -0.019 -16.692 -0.018 -16.754 -0.018 -16.697 -0.019 8.143 0.466 0.734 0.073 42.227 40.883
-39.500 -16.470 -0.017 -16.731 -0.018 -16.692 -0.017 -16.755 -0.017 -16.698 -0.018 8.123 0.462 0.736 0.073 42.226 40.876
-39.400 -16.468 -0.016 -16.728 -0.017 -16.691 -0.016 -16.755 -0.016 -16.699 -0.017 8.104 0.457 0.739 0.073 42.225 40.870
-39.300 -16.465 -0.015 -16.725 -0.016 -16.691 -0.015 -16.755 -0.015 -16.700 -0.016 8.084 0.453 0.742 0.073 42.224 40.863
-39.200 -16.462 -0.014 -16.723 -0.015 -16.690 -0.014 -16.755 -0.014 -16.700 -0.015 8.064 0.449 0.745 0.073 42.223 40.857
-39.100 -16.459 -0.014 -16.720 -0.014 -16.690 -0.013 -16.755 -0.013 -16.701 -0.014 8.044 0.444 0.747 0.073 42.222 40.850
-39.000 -16.457 -0.013 -16.717 -0.013 -16.690 -0.012 -16.755 -0.013 -16.702 -0.014 8.025 0.440 0.750 0.072 42.221 40.843
-38.900 -16.454 -0.012 -16.715 -0.013 -16.689 -0.012 -16.755 -0.012 -16.703 -0.013 8.006 0.436 0.753 0.072 42.220 40.836
-38.800 -16.451 -0.012 -16.712 -0.012 -16.689 -0.011 -16.756 -0.012 -16.704 -0.013 7.987 0.432 0.756 0.072 42.219 40.830
-38.700 -16.448 -0.011 -16.709 -0.012 -16.689 -0.011 -16.756 -0.011 -16.704 -0.012 7.968 0.428 0.758 0.072 42.218 40.823
-38.600 -16.446 -0.011 -16.706 -0.011 -16.688 -0.010 -16.756 -0.011 -16.705 -0.012 7.950 0.425 0.761 0.072 42.217 40.817
-38.500 -16.443 -0.010 -16.704 -0.011 -16.688 -0.010 -16.756 -0.010 -16.706 -0.011 7.932 0.421 0.764 0.072 42.216 40.811
-38.400 -16.440 -0.010 -16.701 -0.011 -16.688 -0.009 -16.757 -0.010 -16.707 -0.011 7.914 0.418 0.767 0.072 42.216 40.805
-38.300 -16.438 -0.010 -16.698 -0.010 -16.687 -0.009 -16.757 -0.010 -16.708 -0.011 7.896 0.415 0.769 0.072 42.215 40.799
-38.200 -16.435 -0.010 -16.695 -0.010 -16.687 -0.009 -16.757 -0.010 -16.709 -0.010 7.878 0.411 0.772 0.072 42.214 40.793
-38.100 -16.432 -0.009 -16.692 -0.010 -16.687 -0.009 -16.758 -0.010 -16.710 -0.010 7.861 0.408 0.775 0.072 42.213 40.788
-38.000 -16.430 -0.009 -16.689 -0.010 -16.686 -0.009 -16.758 -0.009 -16.711 -0.010 7.843 0.405 0.778 0.072 42.213 40.783
-37.900 -16.427 -0.009 -16.687 -0.009 -16.686 -0.009 -16.759 -0.009 -16.712 -0.010 7.826 0.402 0.781 0.072 42.212 40.778
-37.800 -16.425 -0.009 -16.684 -0.009 -16.686 -0.009 -16.759 -0.009 -16.713 -0.010 7.809 0.398 0.783 0.072 42.211 40.773
-37.700 -16.422 -0.009 -16.681 -0.009 -16.685 -0.009 -16.760 -0.009 -16.714 -0.010 7.792 0.395 0.786 0.072 42.211 40.769
-37.600 -16.420 -0.009 -16.678 -0.009 -16.685 -0.009 -16.761 -0.009 -16.716 -0.010 7.774 0.391 0.789 0.072 42.210 40.764
-37.500 -16.417 -0.009 -16.675 -0.009 -16.685 -0.009 -16.761 -0.009 -16.717 -0.010 7.756 0.387 0.792 0.072 42.209 40.758
-37.400 -16.415 -0.009 -16.672 -0.009 -16.684 -0.009 -16.762 -0.009 -16.718 -0.010 7.738 0.383 0.796 0.072 42.209 40.753
-37.300 -16.412 -0.009 -16.669 -0.009 -16.684 -0.009 -16.763 -0.009 -16.720 -0.010 7.720 0.378 0.799 0.072 42.208 40.747
-37.200 -16.410 -0.009 -16.666 -0.009 -16.684 -0.009 -16.764 -0.009 -16.721 -0.010 7.701 0.373 0.802 0.071 42.207 40.741
-37.100 -16.407 -0.009 -16.663 -0.009 -16.684 -0.009 -16.765 -0.009 -16.723 -0.010 7.681 0.368 0.806 0.071 42.207 40.734
-37.000 -16.405 -0.009 -16.659 -0.009 -16.684 -0.009 -16.766 -0.009 -16.725 -0.010 7.661 0.362 0.809 0.071 42.206 40.727
-36.900 -16.402 -0.009 -16.656 -0.009 -16.685 -0.009 -16.767 -0.009 -16.726 -0.010 7.641 0.356 0.813 0.070 42.206 40.720
-36.800 -16.400 -0.009 -16.652 -0.009 -16.685 -0.009 -16.768 -0.009 -16.728 -0.010 7.620 0.350 0.817 0.069 42.205 40.712
-36.700 -16.397 -0.009 -16.649 -0.009 -16.685 -0.010 -16.769 -0.009 -16.730 -0.010 7.599 0.343 0.821 0.069 42.204 40.703
-36.600 -16.395 -0.009 -16.645 -0.009 -16.686 -0.010 -16.770 -0.009 -16.732 -0.010 7.577 0.336 0.825 0.068 42.204 40.694
-36.500 -16.392 -0.009 -16.641 -0.009 -16.687 -0.010 -16.771 -0.009 -16.734 -0.010 7.554 0.328 0.829 0.067 42.203 40.684
-36.400 -16.390 -0.009 -16.637 -0.009 -16.687 -0.010 -16.772 -0.009 -16.736 -0.010 7.532 0.320 0.834 0.066 42.202 40.673
-36.300 -16.388 -0.009 -16.633 -0.009 -16.688 -0.010 -16.774 -0.009 -16.738 -0.010 7.508 0.312 0.838 0.065 42.202 40.663
-36.200 -16.385 -0.010 -16.628 -0.010 -16.689 -0.010 -16.775 -0.009 -16.740 -0.010 7.485 0.304 0.843 0.064 42.201 40.651
-36.100 -16.383 -0.010 -16.624 -0.010 -16.690 -0.010 -16.776 -0.009 -16.742 -0.010 7.461 0.296 0.848 0.063 42.200 40.639
-36.000 -16.380 -0.010 -16.619 -0.010 -16.691 -0.010 -16.777 -0.010 -16.744 -0.010 7.437 0.288 0.852 0.062 42.200 40.627
-35.900 -16.378 -0.010 -16.614 -0.010 -16.692 -0.011 -16.779 -0.010 -16.746 -0.010 7.413 0.279 0.857 0.061 42.199 40.614
-35.800 -16.375 -0.010 -16.609 -0.010 -16.694 -0.011 -16.780 -0.010 -16.748 -0.010 7.388 0.271 0.862 0.060 42.198 40.601
-35.700 -16.373 -0.010 -16.604 -0.011 -16.695 -0.011 -16.781 -0.010 -16.750 -0.011 7.364 0.263 0.868 0.059 42.198 40.589
-35.600 -16.370 -0.010 -16.599 -0.011 -16.696 -0.011 -16.783 -0.010 -16.752 -0.011 7.339 0.255 0.873 0.058 42.197 40.576
-35.500 -16.368 -0.010 -16.593 -0.011 -16.698 -0.011 -16.784 -0.010 -16.754 -0.011 7.315 0.247 0.878 0.057 42.197 40.563
-35.400 -16.365 -0.010 -16.588 -0.011 -16.699 -0.011 -16.786 -0.010 -16.756 -0.011 7.290 0.240 0.883 0.056 42.196 40.551
-35.300 -16.363 -0.011 -16.582 -0.011 -16.701 -0.011 -16.787 -0.010 -16.758 -0.011 7.265 0.234 0.889 0.055 42.195 40.540
-35.200 -16.360 -0.011 -16.577 -0.012 -16.702 -0.011 -16.789 -0.010 -16.760 -0.011 7.241 0.228 0.894 0.054 42.195 40.529
-35.100 -16.357 -0.011 -16.571 -0.012 -16.704 -0.012 -16.790 -0.011 -16.762 -0.011 7.216 0.223 0.900 0.054 42.194 40.520
-35.000 -16.355 -0.011 -16.566 -0.012 -16.705 -0.012 -16.792 -0.011 -16.764 -0.012 7.192 0.218 0.906 0.053 42.194 40.511
-34.900 -16.352 -0.011 -16.560 -0.012 -16.707 -0.012 -16.794 -0.011 -16.766 -0.012 7.167 0.214 0.911 0.053 42.193 40.504
-34.800 -16.349 -0.011 -16.554 -0.013 -16.708 -0.012 -16.796 -0.011 -16.768 -0.012 7.143 0.211 0.917 0.053 42.193 40.498
-34.700 -16.346 -0.012 -16.548 -0.013 -16.710 -0.012 -16.797 -0.011 -16.770 -0.012 7.119 0.208 0.923 0.053 42.193 40.494
-34.600 -16.343 -0.012 -16.543 -0.013 -16.711 -0.012 -16.799 -0.011 -16.772 -0.012 7.095 0.206 0.929 0.053 42.192 40.491
-34.500 -16.340 -0.012 -16.537 -0.013 -16.713 -0.012 -16.801 -0.011 -16.774 -0.012 7.072 0.205 0.934 0.053 42.192 40.490
-34.400 -16.337 -0.012 -16.531 -0.014 -16.714 -0.012 -16.803 -0.011 -16.776 -0.012 7.048 0.204 0.940 0.054 42.191 40.490
-34.300 -16.334 -0.012 -16.526 -0.014 -16.715 -0.012 -16.805 -0.011 -16.778 -0.013 7.025 0.204 0.946 0.054 42.191 40.491
-34.200 -16.331 -0.012 -16.520 -0.014 -16.717 -0.013 -16.807 -0.012 -16.780 -0.013 7.003 0.205 0.952 0.055 42.191 40.494
-34.100 -16.328 -0.013 -16.514 -0.014 -16.718 -0.013 -16.808 -0.012 -16.781 -0.013 6.981 0.206 0.957 0.056 42.190 40.498
-34.000 -16.325 -0.013 -16.509 -0.015 -16.719 -0.013 -16.810 -0.012 -16.783 -0.013 6.959 0.207 0.963 0.057 42.190 40.502
-33.900 -16.322 -0.013 -16.503 -0.015 -16.720 -0.013 -16.812 -0.012 -16.785 -0.013 6.937 0.209 0.968 0.058 42.190 40.508
-33.800 -16.318 -0.013 -16.498 -0.015 -16.722 -0.013 -16.814 -0.012 -16.787 -0.013 6.916 0.211 0.974 0.059 42.189 40.514
-33.700 -16.315 -0.014 -16.493 -0.015 -16.723 -0.013 -16.816 -0.012 -16.788 -0.014 6.896 0.213 0.980 0.060 42.189 40.521
-33.600 -16.312 -0.014 -16.488 -0.016 -16.724 -0.014 -16.817 -0.012 -16.790 -0.014 6.875 0.216 0.985 0.062 42.189 40.528
-33.500 -16.308 -0.014 -16.482 -0.016 -16.725 -0.014 -16.819 -0.013 -16.791 -0.014 6.855 0.219 0.990 0.063 42.189 40.535
-33.400 -16.304 -0.015 -16.478 -0.016 -16.725 -0.014 -16.821 -0.013 -16.793 -0.014 6.836 0.221 0.996 0.065 42.188 40.543
-33.300 -16.301 -0.015 -16.473 -0.017 -16.726 -0.015 -16.822 -0.013 -16.794 -0.015 6.816 0.224 1.001 0.066 42.188 40.550
-33.200 -16.297 -0.015 -16.468 -0.017 -16.727 -0.015 -16.824 -0.014 -16.796 -0.015 6.797 0.227 1.006 0.068 42.187 40.558
-33.100 -16.294 -0.016 -16.463 -0.017 -16.728 -0.015 -16.825 -0.014 -16.797 -0.015 6.778 0.229 1.012 0.069 42.187 40.566
-33.000 -16.290 -0.016 -16.459 -0.018 -16.728 -0.016 -16.826 -0.014 -16.799 -0.016 6.759 0.232 1.017 0.071 42.187 40.573
-32.900 -16.286 -0.017 -16.455 -0.018 -16.729 -0.016 -16.828 -0.015 -16.800 -0.016 6.740 0.234 1.022 0.072 42.186 40.580
-32.800 -16.282 -0.017 -16.450 -0.019 -16.729 -0.017 -16.829 -0.015 -16.801 -0.017 6.722 0.237 1.027 0.074 42.186 40.588
-32.700 -16.278 -0.018 -16.446 -0.019 -16.730 -0.017 -16.830 -0.016 -16.802 -0.017 6.703 0.239 1.032 0.075 42.186 40.595
-32.600 -16.274 -0.019 -16.442 -0.020 -16.730 -0.018 -16.831 -0.017 -16.803 -0.018 6.685 0.242 1.037 0.077 42.185 40.602
-32.500 -16.270 -0.019 -16.439 -0.020 -16.730 -0.019 -16.832 -0.017 -16.804 -0.018 6.668 0.244 1.042 0.078 42.185 40.609
-32.400 -16.266 -0.020 -16.435 -0.021 -16.730 -0.019 -16.833 -0.018 -16.805 -0.019 6.650 0.246 1.047 0.080 42.184 40.615
-32.300 -16.262 -0.020 -16.431 -0.022 -16.730 -0.020 -16.833 -0.019 -16.806 -0.020 6.633 0.248 1.052 0.081 42.184 40.622
-32.200 -16.257 -0.021 -16.428 -0.022 -16.730 -0.020 -16.834 -0.019 -16.807 -0.020 6.616 0.250 1.057 0.083 42.184 40.628
-32.100 -16.253 -0.022 -16.425 -0.023 -16.730 -0.021 -16.835 -0.020 -16.808 -0.021 6.599 0.252 1.062 0.084 42.183 40.635
-32.000 -16.249 -0.022 -16.422 -0.024 -16.730 -0.022 -16.835 -0.021 -16.809 -0.022 6.583 0.254 1.067 0.086 42.183 40.641
-31.900 -16.244 -0.023 -16.419 -0.024 -16.730 -0.022 -16.836 -0.021 -16.810 -0.022 6.567 0.255 1.072 0.087 42.182 40.647
-31.800 -16.240 -0.024 -16.416 -0.025 -16.730 -0.023 -16.836 -0.022 -16.811 -0.023 6.551 0.257 1.076 0.088 42.182 40.652
-31.700 -16.236 -0.024 -16.413 -0.025 -16.729 -0.024 -16.837 -0.023 -16.811 -0.023 6.536 0.258 1.081 0.090 42.182 40.658
-31.600 -16.231 -0.025 -16.410 -0.026 -16.729 -0.024 -16.837 -0.023 -16.812 -0.024 6.521 0.260 1.085 0.091 42.181 40.663
-31.500 -16.227 -0.026 -16.407 -0.027 -16.729 -0.025 -16.837 -0.024 -16.813 -0.025 6.506 0.261 1.090 0.092 42.181 40.669
-31.400 -16.222 -0.026 -16.405 -0.027 -16.728 -0.026 -16.837 -0.024 -16.813 -0.025 6.491 0.263 1.094 0.094 42.180 40.674
-31.300 -16.217 -0.027 -16.402 -0.028 -16.728 -0.026 -16.837 -0.025 -16.814 -0.026 6.477 0.264 1.099 0.095 42.180 40.679
-31.200 -16.213 -0.028 -16.400 -0.028 -16.727 -0.027 -16.837 -0.026 -16.814 -0.026 6.462 0.265 1.103 0.096 42.179 40.684
-31.100 -16.208 -0.028 -16.398 -0.029 -16.726 -0.027 -16.837 -0.026 -16.815 -0.027 6.449 0.266 1.107 0.097 42.179 40.689
-31.000 -16.203 -0.029 -16.396 -0.029 -16.726 -0.028 -16.837 -0.027 -16.815 -0.028 6.435 0.267 1.111 0.099 42.179 40.694
-30.900 -16.199 -0.029 -16.394 -0.030 -16.725 -0.028 -16.837 -0.027 -16.816 -0.028 6.422 0.269 1.115 0.100 42.178 40.698
-30.800 -16.194 -0.030 -16.392 -0.030 -16.724 -0.029 -16.837 -0.028 -16.816 -0.028 6.408 0.270 1.119 0.101 42.178 40.703
-30.700 -16.189 -0.030 -16.390 -0.031 -16.723 -0.029 -16.837 -0.028 -16.817 -0.029 6.396 0.271 1.123 0.102 42.177 40.708
-30.600 -16.184 -0.031 -16.388 -0.031 -16.722 -0.030 -16.836 -0.028 -16.817 -0.029 6.383 0.272 1.127 0.103 42.177 40.712
-30.500 -16.180 -0.031 -16.386 -0.032 -16.721 -0.030 -16.836 -0.029 -16.817 -0.030 6.370 0.273 1.131 0.104 42.177 40.716
-30.400 -16.175 -0.031 -16.385 -0.032 -16.720 -0.031 -16.836 -0.029 -16.817 -0.030 6.358 0.274 1.135 0.105 42.176 40.721
-30.300 -16.170 -0.032 -16.383 -0.032 -16.719 -0.031 -16.835 -0.030 -16.818 -0.030 6.346 0.275 1.139 0.107 42.176 40.725
-30.200 -16.165 -0.032 -16.382 -0.033 -16.718 -0.031 -16.835 -0.030 -16.818 -0.031 6.335 0.276 1.142 0.108 42.175 40.729
-30.100 -16.160 -0.032 -16.380 -0.033 -16.717 -0.032 -16.834 -0.030 -16.818 -0.031 6.323 0.277 1.146 0.109 42.175 40.733
-30.000 -16.155 -0.033 -16.379 -0.033 -16.716 -0.032 -16.834 -0.030 -16.818 -0.031 6.312 0.278 1.150 0.110 42.175 40.737
-29.900 -16.151 -0.033 -16.378 -0.033 -16.714 -0.032 -16.833 -0.031 -16.818 -0.031 6.300 0.279 1.153 0.111 42.174 40.741
-29.800 -16.146 -0.033 -16.376 -0.034 -16.713 -0.032 -16.832 -0.031 -16.818 -0.032 6.289 0.280 1.157 0.112 42.174 40.745
-29.700 -16.141 -0.033 -16.375 -0.034 -16.712 -0.032 -16.832 -0.031 -16.819 -0.032 6.279 0.281 1.160 0.113 42.173 40.749
-29.600 -16.136 -0.033 -16.374 -0.034 -16.710 -0.032 -16.831 -0.031 -16.819 -0.032 6.268 0.282 1.163 0.114 42.173 40.753
-29.500 -16.131 -0.034 -16.373 -0.034 -16.709 -0.033 -16.830 -0.031 -16.819 -0.032 6.257 0.283 1.167 0.115 42.172 40.757
-29.400 -16.126 -0.034 -16.372 -0.034 -16.707 -0.033 -16.829 -0.031 -16.819 -0.032 6.247 0.284 1.170 0.117 42.172 40.760
-29.300 -16.121 -0.034 -16.371 -0.034 -16.706 -0.033 -16.828 -0.031 -16.819 -0.032 6.237 0.285 1.173 0.118 42.172 40.764
-29.200 -16.116 -0.034 -16.371 -0.034 -16.704 -0.033 -16.827 -0.031 -16.819 -0.032 6.227 0.286 1.177 0.119 42.171 40.768
-29.100 -16.111 -0.034 -16.370 -0.034 -16.703 -0.033 -16.826 -0.031 -16.819 -0.032 6.217 0.287 1.180 0.120 42.171 40.772
-29.000 -16.106 -0.034 -16.369 -0.034 -16.701 -0.032 -16.825 -0.031 -16.819 -0.032 6.207 0.288 1.183 0.121 42.170 40.775
-28.900 -16.101 -0.034 -16.368 -0.034 -16.699 -0.032 -16.824 -0.031 -16.819 -0.032 6.198 0.290 1.186 0.122 42.170 40.779
-28.800 -16.097 -0.033 -16.368 -0.034 -16.698 -0.032 -16.823 -0.030 -16.819 -0.032 6.188 0.291 1.189 0.123 42.169 40.783
-28.700 -16.092 -0.033 -16.367 -0.034 -16.696 -0.032 -16.822 -0.030 -16.818 -0.031 6.179 0.292 1.192 0.125 42.169 40.787
-28.600 -16.087 -0.033 -16.367 -0.034 -16.694 -0.032 -16.821 -0.030 -16.818 -0.031 6.170 0.293 1.195 0.126 42.168 40.790
-28.500 -16.082 -0.033 -16.366 -0.033 -16.692 -0.032 -16.820 -0.030 -16.818 -0.031 6.160 0.295 1.198 0.127 42.168 40.794
-28.400 -16.077 -0.033 -16.366 -0.033 -16.690 -0.031 -16.819 -0.029 -16.818 -0.031 6.152 0.296 1.201 0.128 42.168 40.797
-28.300 -16.072 -0.032 -16.365 -0.033 -16.688 -0.031 -16.818 -0.029 -16.818 -0.030 6.143 0.297 1.203 0.129 42.167 40.801
-28.200 -16.067 -0.032 -16.365 -0.032 -16.687 -0.031 -16.816 -0.029 -16.818 -0.030 6.134 0.299 1.206 0.131 42.167 40.805
-28.100 -16.062 -0.032 -16.364 -0.032 -16.685 -0.030 -16.815 -0.028 -16.818 -0.030 6.125 0.300 1.209 0.132 42.166 40.808
-28.000 -16.057 -0.031 -16.364 -0.032 -16.683 -0.030 -16.814 -0.028 -16.818 -0.029 6.117 0.301 1.212 0.133 42.166 40.812
-27.900 -16.053 -0.031 -16.364 -0.031 -16.681 -0.030 -16.813 -0.027 -16.817 -0.029 6.108 0.303 1.214 0.134 42.165 40.815
-27.800 -16.048 -0.031 -16.363 -0.031 -16.679 -0.029 -16.811 -0.027 -16.817 -0.028 6.100 0.304 1.217 0.135 42.165 40.818
-27.700 -16.043 -0.030 -16.363 -0.030 -16.677 -0.029 -16.810 -0.026 -16.817 -0.028 6.092 0.306 1.220 0.137 42.164 40.822
-27.600 -16.038 -0.030 -16.363 -0.030 -16.674 -0.028 -16.809 -0.026 -16.817 -0.027 6.084 0.307 1.222 0.138 42.164 40.825
-27.500 -16.033 -0.029 -16.362 -0.029 -16.672 -0.028 -16.807 -0.025 -16.817 -0.027 6.076 0.309 1.225 0.139 42.163 40.828
-27.400 -16.028 -0.029 -16.362 -0.029 -16.670 -0.027 -16.806 -0.025 -16.817 -0.026 6.068 0.310 1.227 0.140 42.163 40.831
-27.300 -16.024 -0.028 -16.362 -0.028 -16.668 -0.026 -16.805 -0.024 -16.817 -0.026 6.060 0.312 1.230 0.142 42.163 40.834
-27.200 -16.019 -0.028 -16.362 -0.028 -16.666 -0.026 -16.803 -0.024 -16.816 -0.025 6.052 0.313 1.233 0.143 42.162 40.837
-27.100 -16.014 -0.027 -16.362 -0.027 -16.664 -0.025 -16.802 -0.023 -16.816 -0.024 6.045 0.315 1.235 0.144 42.162 40.840
-27.000 -16.010 -0.027 -16.361 -0.027 -16.662 -0.025 -16.801 -0.022 -16.816 -0.024 6.037 0.316 1.237 0.145 42.161 40.843
-26.900 -16.005 -0.026 -16.361 -0.026 -16.659 -0.024 -16.799 -0.022 -16.816 -0.023 6.030 0.317 1.240 0.146 42.161 40.846
-26.800 -16.000 -0.025 -16.361 -0.025 -16.657 -0.023 -16.798 -0.021 -16.816 -0.023 6.022 0.319 1.242 0.148 42.160 40.848
-26.700 -15.996 -0.025 -16.361 -0.025 -16.655 -0.023 -16.797 -0.020 -16.816 -0.022 6.015 0.320 1.245 0.149 42.160 40.851
-26.600 -15.991 -0.024 -16.361 -0.024 -16.653 -0.022 -16.795 -0.020 -16.815 -0.021 6.008 0.322 1.247 0.150 42.160 40.853
-26.500 -15.986 -0.024 -16.361 -0.023 -16.650 -0.021 -16.794 -0.019 -16.815 -0.021 6.001 0.323 1.249 0.151 42.159 40.856
-26.400 -15.982 -0.023 -16.360 -0.023 -16.648 -0.021 -16.792 -0.018 -16.815 -0.020 5.994 0.324 1.252 0.152 42.159 40.858
-26.300 -15.977 -0.022 -16.360 -0.022 -16.646 -0.020 -16.791 -0.018 -16.815 -0.019 5.987 0.326 1.254 0.153 42.158 40.860
-26.200 -15.973 -0.022 -16.360 -0.021 -16.643 -0.020 -16.790 -0.017 -16.815 -0.019 5.980 0.327 1.256 0.154 42.158 40.862
-26.100 -15.968 -0.021 -16.360 -0.021 -16.641 -0.019 -16.788 -0.016 -16.815 -0.018 5.974 0.328 1.258 0.156 42.157 40.864
-26.000 -15.964 -0.021 -16.360 -0.020 -16.639 -0.018 -16.787 -0.016 -16.815 -0.018 5.967 0.330 1.261 0.157 42.157 40.867
-25.900 -15.959 -0.020 -16.359 -0.019 -16.636 -0.018 -16.785 -0.015 -16.815 -0.017 5.961 0.331 1.263 0.158 42.157 40.869
-25.800 -15.955 -0.019 -16.359 -0.019 -16.634 -0.017 -16.784 -0.015 -16.815 -0.016 5.954 0.332 1.265 0.159 42.156 40.871
-25.700 -15.951 -0.019 -16.359 -0.018 -16.632 -0.017 -16.783 -0.014 -16.815 -0.016 5.948 0.333 1.267 0.160 42.156 40.873
-25.600 -15.946 -0.018 -16.359 -0.018 -16.629 -0.016 -16.781 -0.014 -16.815 -0.015 5.941 0.334 1.269 0.161 42.155 40.876
-25.500 -15.942 -0.018 -16.358 -0.017 -16.627 -0.016 -16.780 -0.013 -16.815 -0.015 5.935 0.335 1.272 0.162 42.155 40.878
-25.400 -15.938 -0.017 -16.358 -0.016 -16.624 -0.015 -16.779 -0.013 -16.815 -0.014 5.928 0.337 1.274 0.163 42.155 40.881
-25.300 -15.934 -0.017 -16.357 -0.016 -16.622 -0.015 -16.777 -0.012 -16.815 -0.014 5.922 0.338 1.276 0.164 42.154 40.883
-25.200 -15.929 -0.016 -16.357 -0.015 -16.620 -0.014 -16.776 -0.012 -16.815 -0.013 5.915 0.339 1.278 0.165 42.154 40.886
-25.100 -15.925 -0.016 -16.356 -0.015 -16.617 -0.014 -16.775 -0.012 -16.815 -0.013 5.909 0.340 1.280 0.167 42.153 40.889
-25.000 -15.921 -0.015 -16.356 -0.014 -16.615 -0.014 -16.774 -0.012 -16.815 -0.013 5.902 0.340 1.283 0.168 42.153 40.893
-24.900 -15.917 -0.015 -16.355 -0.014 -16.612 -0.013 -16.773 -0.011 -16.815 -0.012 5.895 0.341 1.285 0.169 42.153 40.896
-24.800 -15.913 -0.015 -16.354 -0.014 -16.610 -0.013 -16.772 -0.011 -16.815 -0.012 5.888 0.342 1.287 0.170 42.152 40.900
-24.700 -15.909 -0.014 -16.353 -0.013 -16.608 -0.013 -16.770 -0.011 -16.815 -0.012 5.881 0.343 1.290 0.171 42.152 40.903
-24.600 -15.905 -0.014 -16.352 -0.013 -16.605 -0.013 -16.769 -0.011 -16.815 -0.012 5.874 0.343 1.292 0.172 42.151 40.907
-24.500 -15.901 -0.014 -16.351 -0.013 -16.603 -0.013 -16.768 -0.011 -16.816 -0.012 5.867 0.344 1.295 0.173 42.151 40.910
-24.400 -15.897 -0.014 -16.350 -0.013 -16.601 -0.013 -16.767 -0.011 -16.816 -0.011 5.860 0.344 1.297 0.175 42.150 40.914
-24.300 -15.894 -0.014 -16.348 -0.012 -16.598 -0.013 -16.767 -0.011 -16.816 -0.011 5.852 0.345 1.300 0.175 42.150 40.917
-24.200 -15.890 -0.013 -16.347 -0.012 -16.596 -0.012 -16.766 -0.011 -16.816 -0.011 5.845 0.345 1.302 0.176 42.150 40.920
-24.100 -15.886 -0.013 -16.345 -0.012 -16.594 -0.012 -16.765 -0.011 -16.816 -0.011 5.838 0.345 1.305 0.177 42.149 40.922
-24.000 -15.883 -0.013 -16.344 -0.012 -16.592 -0.013 -16.764 -0.011 -16.816 -0.011 5.830 0.345 1.308 0.178 42.149 40.925
-23.900 -15.879 -0.013 -16.342 -0.012 -16.590 -0.013 -16.763 -0.011 -16.816 -0.011 5.823 0.344 1.311 0.179 42.148 40.927
-23.800 -15.876 -0.013 -16.340 -0.012 -16.588 -0.013 -16.762 -0.011 -16.816 -0.011 5.815 0.344 1.313 0.179 42.148 40.929
-23.700 -15.872 -0.013 -16.338 -0.012 -16.586 -0.013 -16.762 -0.011 -16.816 -0.011 5.808 0.344 1.316 0.180 42.147 40.931
-23.600 -15.869 -0.013 -16.336 -0.012 -16.584 -0.013 -16.761 -0.011 -16.816 -0.011 5.800 0.343 1.319 0.181 42.147 40.932
-23.500 -15.865 -0.013 -16.334 -0.012 -16.582 -0.013 -16.760 -0.011 -16.816 -0.011 5.793 0.343 1.322 0.181 42.147 40.934
-23.400 -15.862 -0.013 -16.332 -0.012 -16.580 -0.013 -16.759 -0.011 -16.816 -0.011 5.786 0.342 1.325 0.182 42.146 40.936
-23.300 -15.859 -0.014 -16.329 -0.012 -16.578 -0.013 -16.759 -0.011 -16.816 -0.011 5.778 0.342 1.327 0.183 42.146 40.937
-23.200 -15.855 -0.014 -16.327 -0.012 -16.576 -0.013 -16.758 -0.011 -16.816 -0.011 5.771 0.341 1.330 0.183 42.146 40.939
-23.100 -15.852 -0.014 -16.325 -0.012 -16.575 -0.013 -16.757 -0.011 -16.816 -0.011 5.763 0.341 1.334 0.184 42.145 40.941
-23.000 -15.849 -0.014 -16.322 -0.013 -16.573 -0.013 -16.756 -0.011 -16.816 -0.011 5.755 0.341 1.337 0.185 42.145 40.943
-22.900 -15.845 -0.014 -16.319 -0.013 -16.571 -0.013 -16.755 -0.011 -16.815 -0.011 5.747 0.340 1.340 0.186 42.145 40.946
-22.800 -15.842 -0.014 -16.317 -0.013 -16.570 -0.013 -16.754 -0.011 -16.815 -0.012 5.740 0.340 1.343 0.187 42.145 40.948
