"Time (MJD)" "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
107.728 4.688 0.034 1.656 0.000 41.975 40.441
108.735 4.663 0.034 1.656 0.000 41.966 40.436
109.743 4.639 0.035 1.656 0.000 41.957 40.432
110.751 4.615 0.035 1.656 0.000 41.948 40.428
111.759 4.591 0.035 1.656 0.000 41.939 40.424
112.766 4.568 0.035 1.656 0.000 41.930 40.420
113.774 4.544 0.036 1.656 0.000 41.921 40.416
114.782 4.521 0.036 1.656 0.000 41.912 40.412
115.789 4.498 0.036 1.656 0.000 41.903 40.408
116.797 4.476 0.036 1.656 0.000 41.894 40.404
117.805 4.453 0.036 1.656 0.000 41.886 40.400
118.813 4.431 0.037 1.656 0.000 41.877 40.396
119.820 4.409 0.037 1.656 0.000 41.868 40.393
120.828 4.387 0.037 1.656 0.000 41.860 40.389
121.836 4.366 0.037 1.656 0.000 41.851 40.385
122.843 4.344 0.037 1.656 0.000 41.843 40.381
123.851 4.323 0.038 1.656 0.000 41.834 40.377
124.859 4.302 0.038 1.656 0.000 41.826 40.373
125.866 4.282 0.038 1.656 0.000 41.817 40.369
126.874 4.261 0.038 1.656 0.000 41.809 40.365
127.882 4.241 0.038 1.656 0.000 41.801 40.361
128.890 4.221 0.039 1.656 0.000 41.792 40.357
129.897 4.201 0.039 1.656 0.000 41.784 40.353
130.905 4.181 0.039 1.656 0.000 41.776 40.349
131.913 4.161 0.039 1.656 0.000 41.768 40.345
132.920 4.142 0.039 1.656 0.000 41.760 40.341
133.928 4.123 0.040 1.656 0.000 41.752 40.337
134.936 4.104 0.040 1.656 0.000 41.744 40.333
135.944 4.085 0.040 1.656 0.000 41.736 40.329
136.951 4.066 0.040 1.656 0.000 41.728 40.325
137.959 4.047 0.040 1.656 0.000 41.720 40.321
