"Time (MJD)" "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
546.791 26.080 3.231 0.095 0.000 42.476 42.171
547.792 26.066 3.227 0.095 0.000 42.475 42.169
548.794 26.052 3.222 0.095 0.000 42.474 42.168
549.796 26.037 3.217 0.095 0.000 42.473 42.167
550.797 26.023 3.212 0.095 0.000 42.472 42.165
551.799 26.009 3.207 0.095 0.000 42.471 42.164
552.801 25.995 3.203 0.095 0.000 42.470 42.163
553.802 25.980 3.198 0.095 0.000 42.469 42.161
554.804 25.966 3.193 0.095 0.000 42.468 42.160
555.806 25.952 3.189 0.095 0.000 42.467 42.159
556.807 25.938 3.184 0.095 0.000 42.466 42.157
557.809 25.924 3.179 0.095 0.000 42.465 42.156
558.811 25.910 3.175 0.095 0.000 42.464 42.155
559.812 25.895 3.170 0.095 0.000 42.463 42.153
560.814 25.881 3.166 0.095 0.000 42.462 42.152
561.816 25.867 3.161 0.095 0.000 42.461 42.151
562.817 25.853 3.157 0.095 0.000 42.461 42.149
563.819 25.839 3.152 0.095 0.000 42.460 42.148
564.821 25.825 3.148 0.095 0.000 42.459 42.147
565.822 25.811 3.143 0.095 0.000 42.458 42.145
566.824 25.797 3.139 0.095 0.000 42.457 42.144
567.826 25.783 3.135 0.095 0.000 42.456 42.143
568.827 25.769 3.130 0.095 0.000 42.455 42.141
569.829 25.755 3.126 0.095 0.000 42.454 42.140
570.831 25.741 3.122 0.095 0.000 42.453 42.139
571.832 25.727 3.118 0.095 0.000 42.452 42.138
572.834 25.713 3.114 0.095 0.000 42.451 42.136
573.836 25.699 3.110 0.095 0.000 42.450 42.135
574.837 25.685 3.106 0.095 0.000 42.449 42.134
575.839 25.671 3.102 0.095 0.000 42.448 42.132
576.841 25.657 3.098 0.095 0.000 42.447 42.131
577.842 25.643 3.094 0.095 0.000 42.446 42.130
578.844 25.629 3.090 0.095 0.000 42.445 42.129
579.846 25.615 3.086 0.095 0.000 42.444 42.127
580.847 25.601 3.083 0.095 0.000 42.443 42.126
581.849 25.587 3.079 0.095 0.000 42.443 42.125
582.851 25.573 3.075 0.095 0.000 42.442 42.124
583.852 25.559 3.072 0.095 0.000 42.441 42.123
584.854 25.546 3.068 0.095 0.000 42.440 42.121
585.856 25.532 3.065 0.095 0.000 42.439 42.120
586.857 25.518 3.061 0.095 0.000 42.438 42.119
587.859 25.504 3.058 0.095 0.000 42.437 42.118
588.861 25.490 3.055 0.095 0.000 42.436 42.117
589.862 25.476 3.051 0.095 0.000 42.435 42.115
590.864 25.463 3.048 0.095 0.000 42.434 42.114
591.866 25.449 3.045 0.095 0.000 42.433 42.113
592.867 25.435 3.042 0.095 0.000 42.432 42.112
593.869 25.421 3.039 0.095 0.000 42.431 42.111
594.871 25.408 3.036 0.095 0.000 42.430 42.110
595.872 25.394 3.033 0.095 0.000 42.429 42.109
596.874 25.380 3.030 0.095 0.000 42.428 42.107
597.876 25.366 3.027 0.095 0.000 42.427 42.106
598.877 25.353 3.025 0.095 0.000 42.427 42.105
599.879 25.339 3.022 0.095 0.000 42.426 42.104
600.881 25.325 3.020 0.095 0.000 42.425 42.103
601.883 25.312 3.017 0.095 0.000 42.424 42.102
602.884 25.298 3.015 0.095 0.000 42.423 42.101
603.886 25.284 3.012 0.095 0.000 42.422 42.100
604.888 25.271 3.010 0.095 0.000 42.421 42.099
605.889 25.257 3.008 0.095 0.000 42.420 42.098
606.891 25.243 3.006 0.095 0.000 42.419 42.097
607.893 25.230 3.004 0.095 0.000 42.418 42.096
608.894 25.216 3.002 0.095 0.000 42.417 42.095
609.896 25.203 3.000 0.095 0.000 42.416 42.094
610.898 25.189 2.998 0.095 0.000 42.415 42.093
611.899 25.176 2.996 0.095 0.000 42.414 42.092
612.901 25.162 2.994 0.095 0.000 42.413 42.091
613.903 25.148 2.993 0.095 0.000 42.412 42.090
614.904 25.135 2.991 0.095 0.000 42.412 42.089
615.906 25.121 2.990 0.095 0.000 42.411 42.088
616.908 25.108 2.988 0.095 0.000 42.410 42.087
617.909 25.094 2.987 0.095 0.000 42.409 42.087
618.911 25.081 2.986 0.095 0.000 42.408 42.086
619.913 25.067 2.985 0.095 0.000 42.407 42.085
620.914 25.054 2.984 0.095 0.000 42.406 42.084
621.916 25.040 2.983 0.095 0.000 42.405 42.083
622.918 25.027 2.982 0.095 0.000 42.404 42.082
623.919 25.014 2.981 0.095 0.000 42.403 42.081
624.921 25.000 2.981 0.095 0.000 42.402 42.081
625.923 24.987 2.980 0.095 0.000 42.401 42.080
626.924 24.973 2.980 0.095 0.000 42.400 42.079
627.926 24.960 2.979 0.095 0.000 42.399 42.078
628.928 24.947 2.979 0.095 0.000 42.398 42.078
629.929 24.933 2.979 0.095 0.000 42.398 42.077
630.931 24.920 2.979 0.095 0.000 42.397 42.076
631.933 24.906 2.979 0.095 0.000 42.396 42.075
632.934 24.893 2.979 0.095 0.000 42.395 42.075
633.936 24.880 2.979 0.095 0.000 42.394 42.074
634.938 24.866 2.979 0.095 0.000 42.393 42.073
635.939 24.853 2.979 0.095 0.000 42.392 42.073
636.941 24.840 2.980 0.095 0.000 42.391 42.072
637.943 24.827 2.980 0.095 0.000 42.390 42.072
638.944 24.813 2.981 0.095 0.000 42.389 42.071
639.946 24.800 2.982 0.095 0.000 42.388 42.070
640.948 24.787 2.983 0.095 0.000 42.387 42.070
641.949 24.774 2.984 0.095 0.000 42.386 42.069
642.951 24.760 2.985 0.095 0.000 42.385 42.069
643.953 24.747 2.986 0.095 0.000 42.385 42.068
644.954 24.734 2.987 0.095 0.000 42.384 42.068
645.956 24.721 2.988 0.095 0.000 42.383 42.067
