58868.656	41.968	0.285
58954.387	43.530	0.333
58954.387	43.527	0.334
58955.404	43.535	0.167
58956.369	43.717	0.761
58956.471	43.669	1.167
58958.515	43.795	1.010
58960.458	43.552	0.292
58964.345	43.595	0.093
58967.288	43.441	0.243
58969.374	43.581	0.156
58970.307	43.327	0.336
58972.431	43.179	0.476
58973.267	43.288	0.341
58975.275	43.127	0.224
58976.201	43.100	0.227
58979.240	43.030	0.219
58982.454	42.890	0.198
58984.285	42.870	0.190
58985.299	42.924	0.195
58987.383	42.821	0.172
58991.307	42.879	0.194
58992.289	42.741	0.171
58994.244	42.851	0.206
58997.221	42.771	0.198
58997.321	42.718	0.184
58999.366	42.684	0.175
59000.246	42.779	0.199
59000.266	42.763	0.196
59004.203	42.703	0.214
59009.243	42.616	0.172
59012.206	42.587	0.158
59014.418	42.468	0.142
59016.208	42.556	0.146
59017.292	42.455	0.136
59019.260	42.540	0.137
59021.289	42.445	0.136
59022.290	42.434	0.133
59025.237	42.495	0.190
59028.278	42.287	0.125
59029.207	42.479	0.091
59037.224	42.370	0.096
59042.294	42.186	0.157
59045.236	42.279	0.127
59047.269	42.145	0.099
59048.267	42.280	0.150
59051.276	42.060	0.149
59053.273	41.979	0.174
59588.648	41.424	0.128
59604.611	42.128	1.693
