  4.0000E+002  0.0000E+000  0.0000E+000 
  4.0040E+002  0.0000E+000  0.0000E+000 
  4.0080E+002  0.0000E+000  0.0000E+000 
  4.0120E+002  0.0000E+000  0.0000E+000 
  4.0160E+002  0.0000E+000  0.0000E+000 
  4.0200E+002  0.0000E+000  0.0000E+000 
  4.0241E+002  0.0000E+000  0.0000E+000 
  4.0281E+002  0.0000E+000  0.0000E+000 
  4.0321E+002  0.0000E+000  0.0000E+000 
  4.0361E+002  0.0000E+000  0.0000E+000 
  4.0402E+002  0.0000E+000  0.0000E+000 
  4.0442E+002  0.0000E+000  0.0000E+000 
  4.0483E+002  0.0000E+000  0.0000E+000 
  4.0523E+002  0.0000E+000  0.0000E+000 
  4.0564E+002  0.0000E+000  0.0000E+000 
  4.0604E+002  0.0000E+000  0.0000E+000 
  4.0645E+002  0.0000E+000  0.0000E+000 
  4.0685E+002  0.0000E+000  0.0000E+000 
  4.0726E+002  0.0000E+000  0.0000E+000 
  4.0767E+002  0.0000E+000  0.0000E+000 
  4.0808E+002  0.0000E+000  0.0000E+000 
  4.0848E+002  0.0000E+000  0.0000E+000 
  4.0889E+002  0.0000E+000  0.0000E+000 
  4.0930E+002  0.0000E+000  0.0000E+000 
  4.0971E+002  0.0000E+000  0.0000E+000 
  4.1012E+002  0.0000E+000  0.0000E+000 
  4.1053E+002  0.0000E+000  0.0000E+000 
  4.1094E+002  0.0000E+000  0.0000E+000 
  4.1135E+002  0.0000E+000  0.0000E+000 
  4.1176E+002  0.0000E+000  0.0000E+000 
  4.1218E+002  0.0000E+000  0.0000E+000 
  4.1259E+002  0.0000E+000  0.0000E+000 
  4.1300E+002  0.0000E+000  0.0000E+000 
  4.1341E+002  0.0000E+000  0.0000E+000 
  4.1383E+002  0.0000E+000  0.0000E+000 
  4.1424E+002  0.0000E+000  0.0000E+000 
  4.1465E+002  0.0000E+000  0.0000E+000 
  4.1507E+002  0.0000E+000  0.0000E+000 
  4.1548E+002  0.0000E+000  0.0000E+000 
  4.1590E+002  0.0000E+000  0.0000E+000 
  4.1632E+002  0.0000E+000  0.0000E+000 
  4.1673E+002  0.0000E+000  0.0000E+000 
  4.1715E+002  0.0000E+000  0.0000E+000 
  4.1757E+002  0.0000E+000  0.0000E+000 
  4.1798E+002  0.0000E+000  0.0000E+000 
  4.1840E+002  0.0000E+000  0.0000E+000 
  4.1882E+002  0.0000E+000  0.0000E+000 
  4.1924E+002  0.0000E+000  0.0000E+000 
  4.1966E+002  0.0000E+000  0.0000E+000 
  4.2008E+002  0.0000E+000  0.0000E+000 
  4.2050E+002  0.0000E+000  0.0000E+000 
