local_sfd,local_sfd_err_upper,local_sfd_err_lower,global_aperture_host_log_mass,global_aperture_host_log_mass_err_upper,global_aperture_host_log_mass_err_lower 
0.033283809271537755,0.07441559278549474,0.022949614860270875,10.541414187997708,0.13910161207795824,0.1496536493402605
0.0022479588060419753,0.004404854317423761,0.001393574746530946,10.892018799056817,0.02997513616699443,0.07016112817537845
0.005270788705900577,0.00486964436511256,0.002470842049290257,10.213498333110449,0.08294371473672335,0.07731752370243683
0.0004774465917030504,0.0005666836890050799,0.00026389597601378216,10.112633532198949,0.11503437468805977,0.09781691105617263
0.003909720916637815,0.007462068297882662,0.0025708849618687993,9.881636957576207,0.1196032571317236,0.12240645662584626
0.008740692778062956,0.02823062036560618,0.0069441988700229326,9.27896206337996,0.2626244578834509,0.38527676325338334
0.05546477432861994,0.09743975163357049,0.04467507247668146,10.305730392852698,0.13036857482915387,0.165031423765992
0.009178554747161215,0.01931506673237892,0.0050883178841073795,10.36897204021123,0.1516463792599314,0.18249333320517636
0.0030666846261290966,0.007661003957162683,0.0022174885178050164,9.637952503972148,0.14489190168756316,0.14015321178130158
0.05468667117702774,0.07561693594739273,0.039536764982225116,10.238701975617182,0.17880063683576353,0.2724040295524972
0.01214330956361414,0.012090191299144959,0.008948660073585371,10.353164928560961,0.11345523225837617,0.12123091978410194
0.00847958820221888,0.006739500359523393,0.0037094207518270335,10.732941511015373,0.05629279888929872,0.07206647509988251
0.03852020468770652,0.08384952562982509,0.02815235712629058,10.0073182245786,0.1783431117799985,0.12181384205313073
0.2752467978525385,0.3181448699839328,0.18705093125282765,9.16041865191075,0.19408976896854035,0.3357683111646086
0.004509781335204694,0.018418830178320366,0.0035875083291873064,10.6766638273404,0.13177435001249904,0.08986008726989958
