"Time (MJD)" "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
105.754 2.500 0.000 2.462 0.018 41.227 39.388
106.756 2.500 0.000 2.448 0.018 41.222 39.387
107.759 2.500 0.000 2.435 0.018 41.217 39.387
108.761 2.500 0.000 2.421 0.018 41.213 39.387
109.764 2.500 0.000 2.407 0.018 41.208 39.386
110.766 2.500 0.000 2.394 0.018 41.203 39.385
111.769 2.500 0.000 2.380 0.018 41.198 39.384
112.771 2.500 0.000 2.367 0.018 41.193 39.383
113.773 2.500 0.000 2.354 0.018 41.188 39.382
114.776 2.500 0.000 2.340 0.018 41.183 39.381
115.778 2.500 0.000 2.327 0.018 41.178 39.379
116.781 2.500 0.000 2.314 0.019 41.173 39.378
117.783 2.500 0.000 2.301 0.019 41.168 39.376
118.786 2.500 0.000 2.287 0.019 41.163 39.374
119.788 2.500 0.000 2.274 0.019 41.158 39.372
120.791 2.500 0.000 2.261 0.019 41.153 39.369
121.793 2.500 0.000 2.248 0.019 41.148 39.367
122.796 2.500 0.000 2.235 0.019 41.143 39.364
123.798 2.500 0.000 2.222 0.019 41.138 39.362
124.801 2.500 0.000 2.210 0.019 41.133 39.359
125.803 2.500 0.000 2.197 0.019 41.128 39.356
126.805 2.500 0.000 2.184 0.019 41.123 39.353
127.808 2.500 0.000 2.171 0.019 41.118 39.350
128.810 2.500 0.000 2.159 0.018 41.113 39.346
129.813 2.500 0.000 2.146 0.018 41.108 39.343
130.815 2.500 0.000 2.134 0.018 41.103 39.339
131.818 2.500 0.000 2.121 0.018 41.098 39.335
132.820 2.500 0.000 2.109 0.018 41.093 39.332
133.823 2.500 0.000 2.096 0.018 41.088 39.328
134.825 2.500 0.000 2.084 0.018 41.082 39.323
135.828 2.500 0.000 2.072 0.018 41.077 39.319
136.830 2.500 0.000 2.060 0.018 41.072 39.315
137.832 2.500 0.000 2.048 0.018 41.067 39.310
138.835 2.500 0.000 2.036 0.018 41.062 39.306
139.837 2.500 0.000 2.024 0.018 41.057 39.301
140.840 2.500 0.000 2.012 0.018 41.052 39.296
141.842 2.500 0.000 2.000 0.018 41.047 39.291
142.845 2.500 0.000 1.988 0.017 41.041 39.286
143.847 2.500 0.000 1.976 0.017 41.036 39.281
144.850 2.500 0.000 1.964 0.017 41.031 39.275
145.852 2.500 0.000 1.953 0.017 41.026 39.270
146.855 2.500 0.000 1.941 0.017 41.021 39.264
147.857 2.500 0.000 1.930 0.017 41.016 39.259
148.860 2.500 0.000 1.918 0.017 41.010 39.253
149.862 2.500 0.000 1.907 0.017 41.005 39.247
150.864 2.500 0.000 1.895 0.016 41.000 39.240
151.867 2.500 0.000 1.884 0.016 40.995 39.235
152.869 2.500 0.000 1.873 0.016 40.990 39.228
153.872 2.500 0.000 1.862 0.016 40.984 39.222
154.874 2.500 0.000 1.851 0.016 40.979 39.215
155.877 2.500 0.000 1.840 0.016 40.974 39.209
156.879 2.500 0.000 1.829 0.016 40.969 39.202
157.882 2.500 0.000 1.818 0.015 40.964 39.195
158.884 2.500 0.000 1.807 0.015 40.958 39.188
159.887 2.500 0.000 1.796 0.015 40.953 39.181
160.889 2.500 0.000 1.785 0.015 40.948 39.174
161.891 2.500 0.000 1.773 0.015 40.942 39.165
162.894 2.500 0.000 1.762 0.015 40.937 39.157
163.896 2.500 0.000 1.752 0.014 40.932 39.150
164.899 2.500 0.000 1.741 0.014 40.926 39.142
165.901 2.500 0.000 1.731 0.014 40.921 39.134
166.904 2.500 0.000 1.720 0.014 40.916 39.126
167.906 2.500 0.000 1.710 0.014 40.911 39.118
168.909 2.500 0.000 1.700 0.014 40.905 39.110
169.911 2.500 0.000 1.690 0.013 40.900 39.102
170.914 2.500 0.000 1.680 0.013 40.895 39.094
171.916 2.500 0.000 1.670 0.013 40.890 39.085
172.918 2.500 0.000 1.660 0.013 40.885 39.077
173.921 2.500 0.000 1.650 0.013 40.879 39.068
174.923 2.500 0.000 1.640 0.013 40.874 39.059
175.926 2.500 0.000 1.630 0.012 40.869 39.051
176.928 2.500 0.000 1.620 0.012 40.864 39.042
177.931 2.500 0.000 1.610 0.012 40.858 39.033
178.933 2.500 0.000 1.601 0.012 40.853 39.024
179.936 2.500 0.000 1.591 0.012 40.848 39.014
180.938 2.500 0.000 1.581 0.011 40.843 39.005
181.941 2.500 0.000 1.571 0.011 40.837 38.995
182.943 2.500 0.000 1.561 0.011 40.832 38.985
183.946 2.500 0.000 1.554 0.011 40.827 38.977
184.948 2.500 0.000 1.546 0.011 40.823 38.968
185.950 2.500 0.000 1.537 0.011 40.818 38.959
186.953 2.500 0.000 1.529 0.010 40.814 38.950
187.955 2.500 0.000 1.522 0.010 40.809 38.942
188.958 2.500 0.000 1.512 0.010 40.804 38.932
189.960 2.500 0.000 1.503 0.010 40.798 38.922
190.963 2.500 0.000 1.494 0.010 40.793 38.912
191.965 2.500 0.000 1.485 0.010 40.788 38.903
192.968 2.500 0.000 1.476 0.010 40.783 38.893
193.970 2.500 0.000 1.467 0.009 40.777 38.884
194.973 2.500 0.000 1.458 0.009 40.772 38.874
195.975 2.500 0.000 1.449 0.009 40.767 38.864
196.977 2.500 0.000 1.441 0.009 40.762 38.855
197.980 2.500 0.000 1.434 0.009 40.758 38.847
198.982 2.500 0.000 1.426 0.009 40.753 38.837
199.985 2.500 0.000 1.418 0.009 40.748 38.827
200.987 2.500 0.000 1.407 0.008 40.741 38.816
201.990 2.500 0.000 1.397 0.008 40.735 38.806
202.992 2.500 0.000 1.386 0.008 40.728 38.795
203.995 2.500 0.000 1.377 0.008 40.723 38.785
204.997 2.500 0.000 1.370 0.008 40.718 38.776
206.000 2.500 0.000 1.362 0.008 40.713 38.767
207.002 2.500 0.000 1.355 0.008 40.708 38.758
208.005 2.500 0.000 1.347 0.007 40.703 38.749
209.007 2.500 0.000 1.338 0.007 40.697 38.739
210.009 2.500 0.000 1.328 0.007 40.691 38.729
211.012 2.500 0.000 1.318 0.007 40.684 38.718
212.014 2.500 0.000 1.308 0.007 40.678 38.708
213.017 2.500 0.000 1.298 0.007 40.671 38.698
214.019 2.500 0.000 1.294 0.007 40.668 38.690
215.022 2.500 0.000 1.292 0.007 40.667 38.686
216.024 2.500 0.000 1.284 0.007 40.661 38.676
217.027 2.500 0.000 1.270 0.007 40.652 38.663
218.029 2.500 0.000 1.262 0.006 40.646 38.654
219.032 2.500 0.000 1.249 0.006 40.638 38.642
220.034 2.500 0.000 1.231 0.006 40.625 38.625
221.036 2.500 0.000 1.217 0.006 40.615 38.612
222.039 2.500 0.000 1.206 0.006 40.607 38.601
223.041 2.500 0.000 1.201 0.006 40.603 38.594
224.044 2.500 0.000 1.198 0.006 40.602 38.590
225.046 2.500 0.000 1.196 0.006 40.600 38.585
226.049 2.500 0.000 1.193 0.006 40.598 38.580
227.051 2.500 0.000 1.190 0.006 40.596 38.576
228.054 2.500 0.000 1.188 0.006 40.594 38.571
229.056 2.500 0.000 1.181 0.006 40.589 38.564
230.059 2.500 0.000 1.175 0.006 40.584 38.557
231.061 2.500 0.000 1.167 0.005 40.579 38.550
232.063 2.500 0.000 1.159 0.005 40.573 38.542
233.066 2.500 0.000 1.151 0.005 40.567 38.534
234.068 2.500 0.000 1.144 0.005 40.561 38.527
235.071 2.500 0.000 1.137 0.005 40.556 38.521
236.073 2.500 0.000 1.132 0.005 40.552 38.516
237.076 2.500 0.000 1.126 0.005 40.548 38.510
238.078 2.500 0.000 1.121 0.005 40.543 38.505
239.081 2.500 0.000 1.113 0.005 40.538 38.499
240.083 2.500 0.000 1.107 0.005 40.533 38.494
241.086 2.500 0.000 1.094 0.005 40.522 38.483
242.088 2.500 0.000 1.079 0.005 40.511 38.472
243.091 2.500 0.000 1.068 0.005 40.501 38.463
244.093 2.500 0.000 1.057 0.005 40.493 38.455
245.095 2.500 0.000 1.046 0.005 40.484 38.447
246.098 2.500 0.000 1.036 0.005 40.476 38.440
247.100 2.500 0.000 1.035 0.005 40.474 38.440
248.103 2.500 0.000 1.033 0.005 40.473 38.441
249.105 2.500 0.000 1.027 0.005 40.468 38.437
250.108 2.500 0.000 1.019 0.005 40.461 38.432
251.110 2.500 0.000 1.009 0.005 40.452 38.426
252.113 2.500 0.000 1.000 0.005 40.445 38.421
253.115 2.500 0.000 0.992 0.005 40.437 38.416
254.118 2.500 0.000 0.983 0.005 40.430 38.411
255.120 2.500 0.000 0.975 0.005 40.422 38.406
256.122 2.500 0.000 0.966 0.005 40.414 38.402
257.125 2.500 0.000 0.958 0.005 40.408 38.398
258.127 2.500 0.000 0.950 0.005 40.400 38.394
259.130 2.500 0.000 0.942 0.005 40.393 38.390
260.132 2.500 0.000 0.934 0.005 40.385 38.386
261.135 2.500 0.000 0.925 0.005 40.377 38.382
262.137 2.500 0.000 0.917 0.005 40.369 38.378
263.140 2.500 0.000 0.908 0.005 40.361 38.373
264.142 2.500 0.000 0.898 0.005 40.352 38.368
265.145 2.500 0.000 0.890 0.005 40.343 38.364
266.147 2.500 0.000 0.882 0.005 40.335 38.360
267.150 2.500 0.000 0.874 0.005 40.328 38.357
268.152 2.500 0.000 0.867 0.005 40.320 38.354
269.154 2.500 0.000 0.859 0.005 40.312 38.351
270.157 2.500 0.000 0.852 0.005 40.306 38.349
271.159 2.500 0.000 0.847 0.005 40.300 38.349
272.162 2.500 0.000 0.843 0.005 40.296 38.349
273.164 2.500 0.000 0.836 0.005 40.289 38.347
274.167 2.500 0.000 0.828 0.005 40.281 38.344
275.169 2.500 0.000 0.819 0.005 40.271 38.340
276.172 2.500 0.000 0.811 0.005 40.263 38.336
277.174 2.500 0.000 0.802 0.005 40.253 38.333
278.177 2.500 0.000 0.794 0.005 40.244 38.329
279.179 2.500 0.000 0.786 0.005 40.235 38.326
280.181 2.500 0.000 0.778 0.005 40.226 38.322
281.184 2.500 0.000 0.755 0.005 40.200 38.316
282.186 2.500 0.000 0.751 0.005 40.196 38.317
283.189 2.500 0.000 0.748 0.005 40.192 38.319
284.191 2.500 0.000 0.743 0.005 40.187 38.319
285.194 2.500 0.000 0.738 0.005 40.181 38.320
286.196 2.500 0.000 0.732 0.005 40.173 38.318
287.199 2.500 0.000 0.724 0.005 40.164 38.314
288.201 2.500 0.000 0.714 0.005 40.152 38.336
289.204 2.500 0.000 0.708 0.005 40.145 38.334
290.206 2.500 0.000 0.705 0.006 40.141 38.336
291.209 2.500 0.000 0.701 0.006 40.136 38.338
292.211 2.500 0.000 0.698 0.006 40.132 38.339
293.213 2.500 0.000 0.694 0.006 40.128 38.341
294.216 2.500 0.000 0.691 0.006 40.124 38.343
295.218 2.500 0.000 0.688 0.006 40.119 38.345
296.221 2.500 0.000 0.684 0.006 40.115 38.347
297.223 2.500 0.000 0.681 0.006 40.111 38.349
298.226 2.500 0.000 0.677 0.006 40.105 38.350
299.228 2.500 0.000 0.673 0.006 40.100 38.351
300.231 2.500 0.000 0.669 0.006 40.095 38.352
301.233 2.500 0.000 0.665 0.006 40.090 38.354
302.236 2.500 0.000 0.644 0.006 40.062 38.360
303.238 2.500 0.000 0.642 0.006 40.059 38.363
304.240 2.500 0.000 0.639 0.007 40.056 38.366
305.243 2.500 0.000 0.633 0.007 40.048 38.364
306.245 2.500 0.000 0.627 0.007 40.040 38.361
307.248 2.500 0.000 0.635 0.008 40.051 38.445
308.250 2.500 0.000 0.632 0.008 40.046 38.444
309.253 2.500 0.000 0.629 0.008 40.042 38.444
310.255 2.500 0.000 0.626 0.008 40.037 38.444
311.258 2.500 0.000 0.623 0.008 40.033 38.444
312.260 2.500 0.000 0.619 0.008 40.028 38.444
313.263 2.500 0.000 0.616 0.008 40.024 38.443
314.265 2.500 0.000 0.613 0.008 40.020 38.443
315.267 2.500 0.000 0.609 0.008 40.014 38.442
316.270 2.500 0.000 0.605 0.008 40.008 38.441
317.272 2.500 0.000 0.601 0.008 40.003 38.439
318.275 2.500 0.000 0.597 0.008 39.997 38.438
319.277 2.500 0.000 0.593 0.008 39.991 38.437
320.280 2.500 0.000 0.589 0.008 39.985 38.435
321.282 2.500 0.000 0.585 0.008 39.980 38.434
322.285 2.500 0.000 0.582 0.008 39.974 38.432
323.287 2.500 0.000 0.578 0.008 39.968 38.431
324.290 2.500 0.000 0.574 0.008 39.962 38.430
325.292 2.500 0.000 0.569 0.008 39.955 38.427
326.295 2.500 0.000 0.564 0.008 39.947 38.424
327.297 2.500 0.000 0.559 0.008 39.940 38.421
328.299 2.500 0.000 0.554 0.008 39.932 38.417
329.302 2.500 0.000 0.549 0.008 39.924 38.414
330.304 2.500 0.000 0.545 0.008 39.917 38.411
331.307 2.500 0.000 0.540 0.009 39.909 38.408
332.309 2.500 0.000 0.535 0.009 39.901 38.405
333.312 2.500 0.000 0.530 0.009 39.893 38.401
334.314 2.500 0.000 0.525 0.009 39.886 38.398
335.317 2.500 0.000 0.521 0.009 39.878 38.395
336.319 2.500 0.000 0.518 0.009 39.873 38.394
337.322 2.500 0.000 0.515 0.009 39.868 38.395
338.324 2.500 0.000 0.513 0.009 39.864 38.395
339.326 2.500 0.000 0.510 0.009 39.860 38.396
340.329 2.500 0.000 0.507 0.009 39.855 38.396
341.331 2.500 0.000 0.505 0.009 39.851 38.396
342.334 2.500 0.000 0.502 0.009 39.847 38.397
343.336 2.500 0.000 0.500 0.009 39.842 38.397
344.339 2.500 0.000 0.497 0.009 39.837 38.397
345.341 2.500 0.000 0.494 0.009 39.832 38.397
346.344 2.500 0.000 0.491 0.009 39.828 38.397
347.346 2.500 0.000 0.489 0.009 39.823 38.397
348.349 2.500 0.000 0.486 0.009 39.818 38.397
349.351 2.500 0.000 0.483 0.009 39.813 38.397
350.354 2.500 0.000 0.481 0.009 39.808 38.397
351.356 2.500 0.000 0.478 0.009 39.803 38.397
352.358 2.500 0.000 0.467 0.009 39.782 38.381
353.361 2.500 0.000 0.458 0.010 39.767 38.412
354.363 2.500 0.000 0.458 0.010 39.767 38.418
355.366 2.500 0.000 0.454 0.010 39.758 38.414
356.368 2.500 0.000 0.448 0.010 39.747 38.408
357.371 2.500 0.000 0.442 0.010 39.735 38.401
358.373 2.500 0.000 0.436 0.010 39.724 38.395
359.376 2.500 0.000 0.430 0.010 39.712 38.388
360.378 2.500 0.000 0.425 0.010 39.701 38.382
361.381 2.500 0.000 0.419 0.010 39.690 38.376
362.383 2.500 0.000 0.414 0.010 39.678 38.369
363.385 2.500 0.000 0.409 0.010 39.667 38.363
364.388 2.500 0.000 0.403 0.010 39.656 38.357
365.390 2.500 0.000 0.398 0.010 39.645 38.351
366.393 2.500 0.000 0.355 0.011 39.546 38.320
367.395 2.500 0.000 0.354 0.011 39.543 38.322
368.398 2.500 0.000 0.353 0.011 39.540 38.323
369.400 2.500 0.000 0.351 0.011 39.536 38.325
370.403 2.500 0.000 0.350 0.011 39.533 38.327
371.405 2.500 0.000 0.349 0.011 39.529 38.329
372.408 2.500 0.000 0.347 0.011 39.526 38.330
373.410 2.500 0.000 0.346 0.011 39.522 38.332
374.413 2.500 0.000 0.344 0.011 39.519 38.334
375.415 2.500 0.000 0.343 0.011 39.515 38.335
376.417 2.500 0.000 0.342 0.011 39.512 38.337
377.420 2.500 0.000 0.340 0.012 39.508 38.339
378.422 2.500 0.000 0.339 0.012 39.505 38.340
379.425 2.500 0.000 0.337 0.012 39.501 38.342
380.427 2.500 0.000 0.336 0.012 39.497 38.343
381.430 2.500 0.000 0.335 0.012 39.494 38.345
382.432 2.500 0.000 0.333 0.012 39.490 38.346
383.435 2.500 0.000 0.332 0.012 39.486 38.347
384.437 2.500 0.000 0.330 0.012 39.483 38.349
385.440 2.500 0.000 0.358 0.018 39.552 38.565
386.442 2.500 0.000 0.355 0.018 39.544 38.562
