# RA: 185.46025
# SPEC_PHASE: None
# SPEC_PLOT_FILE: None
# UNIT_ID: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# OBS_GROUP_ID: 55
# DEC: 4.48147222222222
# SPEC_DATA_FILE: None
# OBS_DATE: 2021-05-11 08:01:45.728+00:00
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# REDSHIFT: None
# INSTRUMENT_ID: 7
# SPECTRUM_NOTES: None
# DATA_QUALITY_ID: None
# TRANSIENT_ID: 39294
# RLAP: None

wavelength,flux,fluxerr
3065.75,3.9805850135072815e-17,2.2790088869468116e-18
3066.9337994010675,3.821966182733093e-17,9.92662238674963e-19
3068.1175988021346,3.0874609007770364e-17,4.738776845215077e-18
3069.301398203202,1.9667431710226236e-17,8.263242067324307e-18
3070.485197604269,2.863962985837864e-17,2.6571933096907653e-18
3071.6689970053367,5.501015109529161e-17,4.7857575642542955e-17
3072.8527964064037,5.326948846251667e-17,5.007372853957406e-17
3074.0365958074713,2.6669302182889576e-17,1.022579400827584e-18
3075.2203952085383,1.4420410017843117e-17,5.787995082327267e-18
3076.404194609606,1.522097857572909e-17,4.99959313035281e-18
3077.587994010673,1.3953337521881375e-17,4.858925870206825e-18
3078.7717934117404,9.82462183145871e-18,5.071976467378515e-18
3079.9555928128075,5.609880598101449e-18,3.984551183093443e-18
3081.139392213875,1.0132594408402003e-17,4.601332810821423e-18
3082.323191614942,2.3477771373141528e-17,7.316380890371867e-18
3083.5069910160096,2.9424981601716083e-17,2.0420870762899913e-17
3084.6907904170766,2.4693228910865722e-17,1.1245712938394661e-17
3085.874589818144,1.782386450052725e-17,1.2200794096538345e-18
3087.058389219211,1.3664167587442025e-17,2.355366132913625e-18
3088.2421886202787,1.4950285374632336e-17,1.3582646807775661e-18
3089.425988021346,2.0788357393186644e-17,5.438048484268702e-18
3090.6097874224133,2.8438545560189446e-17,2.0268714062801676e-17
3091.7935868234804,3.4377394647132315e-17,3.58971682484748e-17
3092.977386224548,3.544193308209621e-17,3.797631824867684e-17
3094.1611856256154,2.9044256835537526e-17,1.9229936346442343e-17
3095.3449850266825,1.8761498540274484e-17,8.961150534369431e-19
3096.52878442775,1.415860569960886e-17,3.487176627505679e-18
3097.712583828817,1.477058038655519e-17,3.615681252824337e-18
3098.8963832298846,1.4906233043930212e-17,3.875725241330442e-18
3100.0801826309516,1.3328299171520993e-17,4.638294002137951e-18
3101.263982032019,1.048620998436536e-17,5.255731656928062e-18
3102.447781433086,9.364423206387283e-18,5.455746767266514e-18
3103.6315808341537,1.1516068872147968e-17,5.954859806712187e-18
3104.815380235221,1.410980866091313e-17,5.96244289228455e-18
3105.9991796362883,1.5580451417609934e-17,5.6983314750402676e-18
3107.1829790373554,1.6294627577959642e-17,5.521880530593524e-18
3108.366778438423,1.5707582460314434e-17,5.710144155539995e-18
3109.55057783949,1.3169602089460857e-17,6.122961313123248e-18
3110.7343772405575,9.662483678050353e-18,5.83918185523973e-18
3111.9181766416245,7.234177530253958e-18,5.078503227634505e-18
3113.101976042692,7.926162089130094e-18,5.352490557303854e-18
3114.285775443759,1.5932747640496268e-17,5.617471661090152e-18
3115.4695748448266,4.437984790258074e-17,3.551904285486999e-17
3116.6533742458937,8.462610884811149e-17,2.0647982845764449e-16
3117.837173646961,9.818678207885271e-17,2.9564108815137094e-16
3119.0209730480283,7.931404098107965e-17,1.7950980456386537e-16
3120.204772449096,4.688260526859058e-17,4.3876644992378474e-17
3121.3885718501633,1.7499606391684014e-17,4.916714302020817e-18
3122.5723712512304,4.47417071605288e-18,3.662045796378824e-18
3123.756170652298,3.887575171070594e-18,3.2834333216614248e-18
3124.939970053365,8.080843209316285e-18,5.488335306548429e-18
3126.1237694544325,1.3322070501508469e-17,6.21831297839308e-18
3127.3075688554995,1.6547170782055757e-17,5.375900720110091e-18
3128.491368256567,1.6353888451404166e-17,5.164919982259229e-18
3129.675167657634,1.368886471899102e-17,5.599789971898322e-18
3130.8589670587016,1.1252364520046675e-17,5.572553744297317e-18
3132.0427664597687,1.0930822872335062e-17,5.322012756417904e-18
3133.226565860836,1.3653175184281808e-17,4.47257611215169e-18
3134.4103652619033,1.7582372429414845e-17,1.662957726858185e-18
3135.594164662971,2.0468706680355328e-17,2.024314199948357e-18
3136.777964064038,2.1651518708024504e-17,4.575198836308419e-18
3137.9617634651054,2.0822682079885145e-17,4.4662296762118706e-18
3139.1455628661724,1.7815777982858933e-17,1.5517449405808935e-18
3140.32936226724,1.4164116376849687e-17,1.2149894136692178e-18
3141.513161668307,1.2692348654519812e-17,1.4043117920715247e-18
3142.6969610693745,1.4141397034145306e-17,1.6507687216316632e-18
3143.8807604704416,1.7761994699430735e-17,1.0998191750247152e-17
3145.064559871509,1.8951884084420914e-17,1.843891392582551e-17
3146.2483592725766,1.4316148864714484e-17,7.952219067861047e-18
3147.4321586736437,9.818118537482818e-18,4.1170294329430093e-19
3148.615958074711,9.349259331397961e-18,2.144398240719647e-18
3149.7997574757783,9.412190405220383e-18,3.0049694278392804e-18
3150.983556876846,8.545196762604565e-18,3.5720821277408534e-18
3152.167356277913,7.810928385175944e-18,3.649911608267451e-18
3153.3511556789804,7.628760880415228e-18,3.536518235253434e-18
3154.5349550800474,8.185816564952327e-18,3.2781737899729746e-18
3155.718754481115,9.734013294340264e-18,2.4951700823704075e-18
3156.902553882182,1.235498304169006e-17,3.1697694500299485e-19
3158.0863532832495,1.581734932760022e-17,4.2362066622133344e-18
3159.2701526843166,1.946493624191203e-17,1.1077007798251563e-17
3160.453952085384,2.197831957007073e-17,1.7259525750490284e-17
3161.637751486451,2.2384053314889214e-17,1.9164122205910427e-17
3162.8215508875187,2.0196795869396896e-17,1.467039638339526e-17
3164.0053502885858,1.6644720191694135e-17,7.640559823382174e-18
3165.1891496896533,1.4004568125939234e-17,3.306823823419211e-18
3166.3729490907203,1.197182057424631e-17,4.820268158421952e-19
3167.556748491788,9.582669847925724e-18,1.8638575784111078e-18
