# INSTRUMENT_ID: 7
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 187.731045833333
# DEC: 9.15283611111111
# OBS_DATE: 2020-07-25 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 41161
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
3861.730,4.27437e-02,-9.90000e+01
3862.920,3.45144e-02,-9.90000e+01
3864.100,3.47042e-02,-9.90000e+01
3865.280,5.87801e-02,-9.90000e+01
3866.470,4.70393e-02,-9.90000e+01
3867.650,5.92626e-02,-9.90000e+01
3868.840,5.93236e-02,-9.90000e+01
3870.020,5.94279e-02,-9.90000e+01
3871.200,5.88956e-02,-9.90000e+01
3872.390,6.35265e-02,-9.90000e+01
3873.570,6.81423e-02,-9.90000e+01
3874.760,7.83552e-02,-9.90000e+01
3875.940,6.33967e-02,-9.90000e+01
3877.120,6.94718e-02,-9.90000e+01
3878.310,7.71919e-02,-9.90000e+01
3879.490,7.29357e-02,-9.90000e+01
3880.680,6.15695e-02,-9.90000e+01
3881.860,8.36122e-02,-9.90000e+01
3883.050,7.60634e-02,-9.90000e+01
3884.230,6.91953e-02,-9.90000e+01
3885.410,8.02212e-02,-9.90000e+01
3886.600,9.25548e-02,-9.90000e+01
3887.780,8.32672e-02,-9.90000e+01
3888.970,7.59843e-02,-9.90000e+01
3890.150,7.58704e-02,-9.90000e+01
3891.330,9.13272e-02,-9.90000e+01
3892.520,7.66301e-02,-9.90000e+01
3893.700,1.06570e-01,-9.90000e+01
3894.890,7.85887e-02,-9.90000e+01
3896.070,8.08440e-02,-9.90000e+01
3897.250,9.13384e-02,-9.90000e+01
3898.440,8.54010e-02,-9.90000e+01
3899.620,7.93007e-02,-9.90000e+01
3900.810,8.04835e-02,-9.90000e+01
3901.990,7.29457e-02,-9.90000e+01
3903.180,8.28846e-02,-9.90000e+01
3904.360,8.87561e-02,-9.90000e+01
3905.540,8.45810e-02,-9.90000e+01
3906.730,8.63548e-02,-9.90000e+01
3907.910,1.00028e-01,-9.90000e+01
3909.100,1.11030e-01,-9.90000e+01
3910.280,9.72424e-02,-9.90000e+01
3911.460,9.07233e-02,-9.90000e+01
3912.650,1.02842e-01,-9.90000e+01
3913.830,7.90579e-02,-9.90000e+01
3915.020,7.53252e-02,-9.90000e+01
3916.200,7.96307e-02,-9.90000e+01
3917.380,8.51272e-02,-9.90000e+01
3918.570,7.75569e-02,-9.90000e+01
3919.750,8.32917e-02,-9.90000e+01
3920.940,8.69595e-02,-9.90000e+01
3922.120,7.46200e-02,-9.90000e+01
3923.300,9.38492e-02,-9.90000e+01
3924.490,7.35415e-02,-9.90000e+01
3925.670,7.38730e-02,-9.90000e+01
3926.860,8.34866e-02,-9.90000e+01
3928.040,8.15521e-02,-9.90000e+01
3929.230,8.22616e-02,-9.90000e+01
3930.410,8.26400e-02,-9.90000e+01
3931.590,7.85485e-02,-9.90000e+01
3932.780,7.48793e-02,-9.90000e+01
3933.960,7.99203e-02,-9.90000e+01
3935.150,7.39833e-02,-9.90000e+01
3936.330,7.84701e-02,-9.90000e+01
3937.510,8.26458e-02,-9.90000e+01
3938.700,8.43289e-02,-9.90000e+01
3939.880,8.10564e-02,-9.90000e+01
3941.070,7.32387e-02,-9.90000e+01
3942.250,8.55949e-02,-9.90000e+01
3943.430,8.07924e-02,-9.90000e+01
3944.620,8.72405e-02,-9.90000e+01
3945.800,7.84201e-02,-9.90000e+01
3946.990,7.59783e-02,-9.90000e+01
3948.170,8.03084e-02,-9.90000e+01
3949.360,7.52018e-02,-9.90000e+01
3950.540,7.14460e-02,-9.90000e+01
3951.720,8.70190e-02,-9.90000e+01
3952.910,8.18959e-02,-9.90000e+01
3954.090,8.05314e-02,-9.90000e+01
3955.280,5.64594e-02,-9.90000e+01
3956.460,8.39114e-02,-9.90000e+01
3957.640,7.33218e-02,-9.90000e+01
3958.830,6.05161e-02,-9.90000e+01
3960.010,5.16115e-02,-9.90000e+01
3961.200,4.97113e-02,-9.90000e+01
3962.380,6.71590e-02,-9.90000e+01
3963.560,6.46072e-02,-9.90000e+01
3964.750,5.77852e-02,-9.90000e+01
3965.930,6.21915e-02,-9.90000e+01
3967.120,6.07608e-02,-9.90000e+01
3968.300,5.90597e-02,-9.90000e+01
3969.480,5.96708e-02,-9.90000e+01
3970.670,5.87204e-02,-9.90000e+01
3971.850,6.18799e-02,-9.90000e+01
3973.040,5.32415e-02,-9.90000e+01
3974.220,5.28613e-02,-9.90000e+01
3975.410,4.72854e-02,-9.90000e+01
3976.590,4.67759e-02,-9.90000e+01
3977.770,4.19347e-02,-9.90000e+01
3978.960,2.93989e-02,-9.90000e+01
3980.140,3.40415e-02,-9.90000e+01
3981.330,3.05392e-02,-9.90000e+01
3982.510,3.57655e-02,-9.90000e+01
3983.690,3.80496e-02,-9.90000e+01
