"Time (MJD)" "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
246.098 2.500 0.000 1.036 0.005 29895486377835418462776792802064540368896.000 275547777819340171039437738082480160768.000
247.100 2.500 0.000 1.035 0.005 29798221440656603398932566395710123016192.000 275516649018832206931311924462139473920.000
248.103 2.500 0.000 1.033 0.005 29719948077597522579926292441649272324096.000 275793754258575184772734369082969686016.000
249.105 2.500 0.000 1.027 0.005 29356064667373809063149982012838311362560.000 273540107664276197124347656207339618304.000
250.108 2.500 0.000 1.019 0.005 28885956882735238031310587157879749345280.000 270395056204552550332831583109291966464.000
251.110 2.500 0.000 1.009 0.005 28334419894929038359372487008747987664896.000 266569234501056386040669783375466201088.000
252.113 2.500 0.000 1.000 0.005 27851798248210305941992606517719040262144.000 263462879505550950439973615521314635776.000
253.115 2.500 0.000 0.992 0.005 27373896582242826577458332034856965373952.000 260466181109421201567550230737025236992.000
254.118 2.500 0.000 0.983 0.005 26901029216005732930578546082123995938816.000 257574163572027139657879136196213342208.000
255.120 2.500 0.000 0.975 0.005 26433506702489636265343655013799889469440.000 254782707875251174850201269435954626560.000
256.122 2.500 0.000 0.966 0.005 25971629659573329115630730153249784987648.000 252088522913772263392010803769251987456.000
257.125 2.500 0.000 0.958 0.005 25559561032996705913107125423735478157312.000 249917813243509744318082319535705161728.000
258.127 2.500 0.000 0.950 0.005 25125970848852717987268524626077871505408.000 247571837110262977620742558202602717184.000
259.130 2.500 0.000 0.942 0.005 24694158862944774558038676393912996724736.000 245270571732301915340955806851949133824.000
260.132 2.500 0.000 0.934 0.005 24264224010123768003791467515673638338560.000 243009516885042543049160092931590193152.000
261.135 2.500 0.000 0.925 0.005 23836274316774586874622098144891506786304.000 240784934041708511759519380892106620928.000
262.137 2.500 0.000 0.917 0.005 23410429750536726152522808543032421384192.000 238593853726729236776282107233282555904.000
263.140 2.500 0.000 0.908 0.005 22957368273780962364219761158292326318080.000 236130978936791515374004689216856915968.000
264.142 2.500 0.000 0.898 0.005 22468687022798723742775813110205893312512.000 233297090939827603506842775942642794496.000
265.145 2.500 0.000 0.890 0.005 22032971707010300292633745962971019870208.000 231005800375352864093252969371589935104.000
266.147 2.500 0.000 0.882 0.005 21651730858066629379149279854434394832896.000 229284615848000345194014562249298935808.000
267.150 2.500 0.000 0.874 0.005 21276924000880035364486569439155783204864.000 227632723799255861950318479679885934592.000
268.152 2.500 0.000 0.867 0.005 20908911463798509954780429070025908813824.000 226052583342844329063205207430878199808.000
269.154 2.500 0.000 0.859 0.005 20517599582584449656927810441698292531200.000 224214431432245312723082152788377993216.000
270.157 2.500 0.000 0.852 0.005 20207923621365442479323067535020276056064.000 223266029379646141469769691355540357120.000
271.159 2.500 0.000 0.847 0.005 19975456579632588986830613779493517524992.000 223184464605366585552749762566175064064.000
272.162 2.500 0.000 0.843 0.005 19770907174067492741750819721131063246848.000 223439363873771051795568150703677374464.000
273.164 2.500 0.000 0.836 0.005 19459677294693077153466869528663020273664.000 222501032835617498013156402065892704256.000
274.167 2.500 0.000 0.828 0.005 19093279674527908224142835686059873927168.000 220920548863318722260868726177369423872.000
275.169 2.500 0.000 0.819 0.005 18683486839981731479937467401161429483520.000 218809942981015057621374387701057323008.000
276.172 2.500 0.000 0.811 0.005 18302285453821973320912445485411863625728.000 217000238895756518513443530445261111296.000
277.174 2.500 0.000 0.802 0.005 17920606538698610882840837100572256501760.000 215151242667410194657642582022415187968.000
278.177 2.500 0.000 0.794 0.005 17546704250179448048846429154646687744000.000 213359694841717004968211167349890351104.000
279.179 2.500 0.000 0.786 0.005 17181901686618809267231791102814161207296.000 211642330574351936718386356360587509760.000
280.181 2.500 0.000 0.778 0.005 16826150923779164782439319360694430728192.000 209999976067871190943887505744229040128.000
281.184 2.500 0.000 0.755 0.005 15847096622026483137225826472481869791232.000 206952212336594324036210823596328615936.000
282.186 2.500 0.000 0.751 0.005 15704093446097788514827052197752346771456.000 207729727283521182697549071480004804608.000
283.189 2.500 0.000 0.748 0.005 15562464489855398651324295619522152366080.000 208560325654096681164827764662808346624.000
284.191 2.500 0.000 0.743 0.005 15366054786643404124413784308727387521024.000 208680083787236852235571563235567992832.000
285.194 2.500 0.000 0.738 0.005 15164237290896536523050396215165019226112.000 208736289458497772950076881282938175488.000
286.196 2.500 0.000 0.732 0.005 14910650204634297916197049369490542821376.000 208075868099709377881269541412129472512.000
287.199 2.500 0.000 0.724 0.005 14574570718672749843420523956223340445696.000 206229923695634375929612926000136454144.000
288.201 2.500 0.000 0.714 0.005 14189772647428500205029833589520863330304.000 216605529972667932459865522293851553792.000
289.204 2.500 0.000 0.708 0.005 13959836886464413246057150401409852637184.000 215972525039023420246172045316787798016.000
290.206 2.500 0.000 0.705 0.006 13821133749750346588501534730933938159616.000 216751863343633918478525477838825455616.000
291.209 2.500 0.000 0.701 0.006 13685038250874126043458078928331943706624.000 217588393345529155425993610716719874048.000
292.211 2.500 0.000 0.698 0.006 13551462173535769940243312745671244644352.000 218478602682709031929325624286175559680.000
293.213 2.500 0.000 0.694 0.006 13420316853778051768840956781650352537600.000 219419042036917564213668485857275805696.000
294.216 2.500 0.000 0.691 0.006 13291513315983812366408685834914878193664.000 220406365755027088049834626421738176512.000
295.218 2.500 0.000 0.688 0.006 13164963443868305845725525394746142359552.000 221437293100317134750388690626839314432.000
296.221 2.500 0.000 0.684 0.006 13040579791803454985673499373435319484416.000 222508660827379169355922478208684916736.000
297.223 2.500 0.000 0.681 0.006 12898767741382725333118397047744281706496.000 223279636270352549567824104833264123904.000
298.226 2.500 0.000 0.677 0.006 12747272395936402322160326946643901415424.000 223869573055610971015602696693414363136.000
299.228 2.500 0.000 0.673 0.006 12598639124529013862353146493745181491200.000 224490636529851615102281480667018559488.000
300.231 2.500 0.000 0.669 0.006 12452782591064845458423597992462514126848.000 225139618726675035251130188256222642176.000
301.233 2.500 0.000 0.665 0.006 12309616115147708057355000443150744420352.000 225813354685897141775786184676340662272.000
302.236 2.500 0.000 0.644 0.006 11540401422706428997054353925294769831936.000 229299345891505618838278269704079409152.000
303.238 2.500 0.000 0.642 0.006 11456066684184452425818780678160203644928.000 230705976964611044619508538529319747584.000
304.240 2.500 0.000 0.639 0.007 11372781254033356413170850946680725962752.000 232136848307448631942252025169150214144.000
305.243 2.500 0.000 0.633 0.007 11167570273734975521347549897781495726080.000 231045171076017828920732746275977428992.000
306.245 2.500 0.000 0.627 0.007 10952373569687852295107294671164185509888.000 229671542955870160209927964075917049856.000
307.248 2.500 0.000 0.635 0.008 11241196321954723638150682222305843609600.000 278427417041459443301252872190453350400.000
308.250 2.500 0.000 0.632 0.008 11125728047502963580870072927391162826752.000 278261927476236989271431455256984158208.000
309.253 2.500 0.000 0.629 0.008 11011607150281005983107733466034410094592.000 278109533061951937796597628043597447168.000
310.255 2.500 0.000 0.626 0.008 10898788844041521305222842168619690885120.000 277969014540756523077487974833230708736.000
311.258 2.500 0.000 0.623 0.008 10787231069850911451415560977399261691904.000 277839359617846020625519029153901314048.000
312.260 2.500 0.000 0.619 0.008 10676894507484117453757178068953773113344.000 277719659338936109251685967658139779072.000
313.263 2.500 0.000 0.616 0.008 10567742683847560772994088581072685105152.000 277609229121216857348500428919505158144.000
314.265 2.500 0.000 0.613 0.008 10459741477843435589073275619047630700544.000 277507510938127323959250910209663565824.000
315.267 2.500 0.000 0.609 0.008 10330925714084070158393459995008812711936.000 276826299671348394586765760862477090816.000
316.270 2.500 0.000 0.605 0.008 10195923806570021450268878510053274943488.000 275944151102302353311841237529891176448.000
317.272 2.500 0.000 0.601 0.008 10062316393124230480984783111350961307648.000 275062366585652327538486400627379273728.000
318.275 2.500 0.000 0.597 0.008 9930099966478320824446307064941025165312.000 274181094620772137062826472415359401984.000
319.277 2.500 0.000 0.593 0.008 9799271706663769765230612737718422077440.000 273300590432594730208786581807796584448.000
320.280 2.500 0.000 0.589 0.008 9669829497522096995888477690512082468864.000 272421170477392166869525424167526072320.000
321.282 2.500 0.000 0.585 0.008 9541771463843249886515001905438401757184.000 271543223103549952340947255940941348864.000
322.285 2.500 0.000 0.582 0.008 9415096423312128012407497782790188957696.000 270667194285163286238275987715206938624.000
323.287 2.500 0.000 0.578 0.008 9289802816722561128226804708795387740160.000 269793538937424104200483220716597018624.000
324.290 2.500 0.000 0.574 0.008 9165889625627855470349274106654900617216.000 268922786794703488830061650603633803264.000
325.292 2.500 0.000 0.569 0.008 9017311049948530994407183780103413825536.000 267283479559746561452934135931027324928.000
326.295 2.500 0.000 0.564 0.008 8859396808841374756548665937182664425472.000 265311418927967230781071585674056957952.000
327.297 2.500 0.000 0.559 0.008 8704008438339041306355278735591876853760.000 263355768619317721468169545477498339328.000
328.299 2.500 0.000 0.554 0.008 8551122363928530618819316397076534788096.000 261417047738485596501670982865823727616.000
329.302 2.500 0.000 0.549 0.008 8400714439518260162333866838387383599104.000 259495723752511087934052559911422787584.000
330.304 2.500 0.000 0.545 0.008 8252759860072746003036005794965029388288.000 257592275383413860321323666212755865600.000
331.307 2.500 0.000 0.540 0.009 8107233452977786348140365677059362521088.000 255707156301985839342101131187607044096.000
332.309 2.500 0.000 0.535 0.009 7964109157435843322499393661738950852608.000 253840766403933044453484499378066423808.000
333.312 2.500 0.000 0.530 0.009 7823360571851429096682394061693800939520.000 251993528102944265236944104911022325760.000
334.314 2.500 0.000 0.525 0.009 7684960691518752687219911688645924356096.000 250165794586558071174227848526114586624.000
335.317 2.500 0.000 0.521 0.009 7548882054941398105783041444356170973184.000 248357879615660422478758590078708088832.000
336.319 2.500 0.000 0.518 0.009 7458285748095810754089590316327956905984.000 248006227522686656779981484405706194944.000
337.322 2.500 0.000 0.515 0.009 7384913292201969033682555768213178679296.000 248208456998001813530144765460617363456.000
338.324 2.500 0.000 0.513 0.009 7312034202074098814403479994311158792192.000 248414102167830467625679977858130247680.000
339.326 2.500 0.000 0.510 0.009 7239656254976281690753913152897458110464.000 248623413347478930693132069869734330368.000
340.329 2.500 0.000 0.507 0.009 7167786528965198572511720236321811202048.000 248836634300985592623753270184795701248.000
341.331 2.500 0.000 0.505 0.009 7096431400158704448558540977002136993792.000 249053993312606383248849554064495607808.000
342.334 2.500 0.000 0.502 0.009 7025596599698998563912167443445145665536.000 249275692396905022517354559951761047552.000
343.336 2.500 0.000 0.500 0.009 6950671419954132515170233967448615288832.000 249336343464594572984063491330489188352.000
344.339 2.500 0.000 0.497 0.009 6874411951502523782982882751316662157312.000 249330292863932422671981182023339343872.000
345.341 2.500 0.000 0.494 0.009 6798789946735369087468203721490121621504.000 249327354880706864776569631304318976000.000
346.344 2.500 0.000 0.491 0.009 6723816128208220867190888666692193353728.000 249327771714214095516081557497295405056.000
347.346 2.500 0.000 0.489 0.009 6649499935767164126261102183245336805376.000 249331777037473122705890682061514080256.000
348.349 2.500 0.000 0.486 0.009 6575849663216456227152803842436664131584.000 249339592388459941585315113718371057664.000
349.351 2.500 0.000 0.483 0.009 6502872384733290394245187873704326987776.000 249351377520155446975159020398093271040.000
350.354 2.500 0.000 0.481 0.009 6430574341106227987909225528476022341632.000 249367313623938115352761856967317651456.000
351.356 2.500 0.000 0.478 0.009 6358960262232341818449154743406124072960.000 249387509819662983774650144808601911296.000
352.358 2.500 0.000 0.467 0.009 6057712520841573266419311178498890006528.000 240276438785574941923362110738242994176.000
353.361 2.500 0.000 0.458 0.010 5842552100510698377610793880475630829568.000 258507549451114177879624460953156845568.000
354.363 2.500 0.000 0.458 0.010 5845480661961215576713500162692015456256.000 261613733242384776954292283963338653696.000
355.366 2.500 0.000 0.454 0.010 5729669873257590317181655478399970312192.000 259390503328386647812990489610950803456.000
356.368 2.500 0.000 0.448 0.010 5580709238804591741967118965562564149248.000 255570831743770640874003601848067424256.000
357.371 2.500 0.000 0.442 0.010 5435864340458280207950466043283442237440.000 251825594859958817919547184628048592896.000
358.373 2.500 0.000 0.436 0.010 5295013678920450684758456817331317243904.000 248152372112590533779035740955048148992.000
359.376 2.500 0.000 0.430 0.010 5158039850003077338638986967980871516160.000 244548866153926931508465354963530285056.000
360.378 2.500 0.000 0.425 0.010 5024828811933949928591054460638149476352.000 241012857178386432587859118568069136384.000
361.381 2.500 0.000 0.419 0.010 4895270555540479600606233069568313524224.000 237542258796509471602634635434872799232.000
362.383 2.500 0.000 0.414 0.010 4769258171064915799543065798284433948672.000 234135045059875021193829447389306421248.000
363.385 2.500 0.000 0.409 0.010 4646688227562070583998408443681923137536.000 230789295169075603838542197640377925632.000
364.388 2.500 0.000 0.403 0.010 4527460541753713786901348836836913446912.000 227503166966474671853948916148759166976.000
365.390 2.500 0.000 0.398 0.010 4411478011904727854441036827161712918528.000 224274913135340920269024940525600374784.000
366.393 2.500 0.000 0.355 0.011 3517438005022569893814244527684341202944.000 208861846272538640311541002836893499392.000
367.395 2.500 0.000 0.354 0.011 3490413195722296385289571175825135370240.000 209740117540423759919270793519288025088.000
368.398 2.500 0.000 0.353 0.011 3463418305487330289856053199727654600704.000 210612366400600400508795727872119537664.000
369.400 2.500 0.000 0.351 0.011 3436455224633355716660959206023609974784.000 211477871161061282375707984468698464256.000
370.403 2.500 0.000 0.350 0.011 3409526238452031237811232698416060432384.000 212335958842656218034828286792657010688.000
371.405 2.500 0.000 0.349 0.011 3382633663133809004623229345309776674816.000 213185968709790685240596004386839199744.000
372.408 2.500 0.000 0.347 0.011 3355780031331598439220651250562199715840.000 214027286754724968695226386706629394432.000
373.410 2.500 0.000 0.346 0.011 3328968065461958060298930084885078999040.000 214859313129079485286288646061913276416.000
374.413 2.500 0.000 0.344 0.011 3302200520521068770138289742115432824832.000 215681481211034458376594775536545300480.000
375.415 2.500 0.000 0.343 0.011 3275480328441948213692793015371749654528.000 216493263981385235967126888664530944000.000
376.417 2.500 0.000 0.342 0.011 3248810502736367788047109324650280124416.000 217294138386460751131518900715758026752.000
377.420 2.500 0.000 0.340 0.012 3222194141413134288971970354590311776256.000 218083645784720209864150313357350535168.000
378.422 2.500 0.000 0.339 0.012 3195634398136180250631472379740578381824.000 218861309479630514054127926048219725824.000
379.425 2.500 0.000 0.337 0.012 3169134532078001482909772401370080477184.000 219626708130102889202083579938413215744.000
380.427 2.500 0.000 0.336 0.012 3142697774355719736120344789482288971776.000 220379438511966805539997857317017092096.000
381.430 2.500 0.000 0.335 0.012 3116327434462066048498560986869621850112.000 221119121180445573044897389683828326400.000
382.432 2.500 0.000 0.333 0.012 3090026831791828972321100934216096415744.000 221845404886758737044201379491672489984.000
383.435 2.500 0.000 0.332 0.012 3063799294012746638408235884340639170560.000 222557945105043399330059775803448623104.000
384.437 2.500 0.000 0.330 0.012 3037648149833497314393225275111643283456.000 223256444203424057057229485512289419264.000
385.440 2.500 0.000 0.358 0.018 3562021651342839317317381669321170747392.000 367117018540855112342293465513456566272.000
386.442 2.500 0.000 0.355 0.018 3498581396233116335532333623648018497536.000 364397124483891953837097381897523167232.000
