"Time (MJD)" "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
23.929 6.751 0.012 1.459 0.005 42.499 39.608
24.929 6.736 0.012 1.465 0.005 42.498 39.605
25.929 6.743 0.012 1.460 0.005 42.497 39.605
26.929 6.683 0.012 1.481 0.005 42.494 39.594
27.929 6.685 0.012 1.478 0.005 42.493 39.594
28.929 6.720 0.012 1.461 0.005 42.492 39.598
29.929 6.706 0.012 1.466 0.005 42.491 39.595
30.929 6.712 0.012 1.462 0.005 42.490 39.595
31.929 6.651 0.011 1.483 0.005 42.487 39.584
32.929 6.653 0.011 1.481 0.005 42.486 39.583
33.929 6.691 0.012 1.463 0.005 42.485 39.588
34.929 6.696 0.012 1.459 0.005 42.484 39.588
35.929 6.632 0.011 1.481 0.005 42.481 39.577
36.929 6.635 0.011 1.479 0.005 42.480 39.576
37.929 6.674 0.012 1.460 0.005 42.479 39.581
38.929 6.679 0.012 1.456 0.005 42.478 39.581
39.929 6.614 0.011 1.479 0.005 42.475 39.569
40.929 6.616 0.011 1.476 0.005 42.474 39.569
41.929 6.657 0.012 1.456 0.005 42.473 39.574
42.929 6.662 0.012 1.453 0.005 42.472 39.574
43.929 6.595 0.011 1.476 0.005 42.468 39.562
44.929 6.598 0.011 1.474 0.005 42.467 39.561
45.929 6.641 0.012 1.453 0.005 42.466 39.566
46.929 6.643 0.012 1.450 0.005 42.465 39.566
47.929 6.646 0.012 1.447 0.005 42.464 39.565
48.929 6.649 0.012 1.444 0.005 42.463 39.565
49.929 6.651 0.012 1.440 0.005 42.461 39.565
50.929 6.654 0.012 1.437 0.005 42.460 39.564
51.929 6.658 0.012 1.433 0.005 42.459 39.564
52.929 6.661 0.012 1.429 0.005 42.457 39.563
53.929 6.664 0.012 1.426 0.005 42.456 39.563
54.929 6.668 0.012 1.422 0.005 42.454 39.562
55.929 6.671 0.012 1.418 0.005 42.453 39.562
56.929 6.675 0.012 1.413 0.005 42.451 39.562
57.929 6.679 0.012 1.409 0.005 42.450 39.561
58.929 6.684 0.012 1.404 0.005 42.448 39.561
59.929 6.688 0.012 1.400 0.005 42.446 39.561
60.929 6.693 0.012 1.395 0.005 42.444 39.560
61.929 6.697 0.012 1.390 0.005 42.443 39.560
62.929 6.702 0.013 1.385 0.005 42.441 39.560
63.929 6.708 0.013 1.380 0.005 42.439 39.560
64.929 6.713 0.013 1.374 0.005 42.437 39.560
65.929 6.719 0.013 1.369 0.005 42.435 39.559
66.929 6.725 0.013 1.363 0.005 42.433 39.559
67.929 6.731 0.013 1.357 0.005 42.430 39.559
68.929 6.738 0.013 1.351 0.005 42.428 39.559
69.929 6.745 0.013 1.345 0.005 42.426 39.559
70.929 6.752 0.013 1.338 0.005 42.424 39.559
71.929 6.759 0.013 1.332 0.005 42.421 39.559
72.929 6.767 0.013 1.325 0.005 42.419 39.560
73.929 6.776 0.014 1.318 0.005 42.416 39.560
74.929 6.784 0.014 1.311 0.005 42.414 39.560
75.929 6.793 0.014 1.304 0.005 42.411 39.561
76.929 6.803 0.014 1.296 0.005 42.409 39.561
77.929 6.813 0.014 1.288 0.005 42.406 39.562
78.929 6.824 0.014 1.280 0.005 42.403 39.563
79.929 6.835 0.014 1.272 0.005 42.401 39.564
80.929 6.846 0.014 1.263 0.005 42.398 39.565
81.929 6.859 0.015 1.255 0.005 42.395 39.566
82.929 6.872 0.015 1.245 0.005 42.392 39.567
83.929 6.886 0.015 1.236 0.005 42.389 39.569
84.929 6.900 0.015 1.227 0.005 42.386 39.570
85.929 6.916 0.015 1.217 0.005 42.383 39.572
86.929 6.932 0.016 1.207 0.005 42.379 39.574
87.929 6.949 0.016 1.196 0.005 42.376 39.577
88.929 6.968 0.016 1.185 0.005 42.373 39.579
89.929 6.988 0.016 1.174 0.005 42.370 39.582
90.929 7.009 0.016 1.163 0.005 42.366 39.586
91.929 7.031 0.017 1.151 0.005 42.363 39.589
