"Time (MJD)" PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
155.000 -13.224 -1.373 -13.235 -1.322 -13.335 -0.619 -13.337 -0.600 -13.277 -1.106 -13.128 -1.728 8.403 0.160 0.145 0.004 40.873 39.851
156.000 -13.255 -1.377 -13.267 -1.327 -13.372 -0.633 -13.374 -0.614 -13.310 -1.113 -13.152 -1.730 8.402 0.193 0.147 0.005 40.887 39.948
157.000 -13.305 -1.377 -13.318 -1.327 -13.433 -0.632 -13.434 -0.613 -13.365 -1.112 -13.193 -1.730 8.396 0.249 0.151 0.007 40.910 40.081
158.000 -13.371 -1.372 -13.385 -1.321 -13.512 -0.616 -13.514 -0.596 -13.437 -1.105 -13.246 -1.727 8.387 0.323 0.157 0.009 40.940 40.224
159.000 -13.448 -1.362 -13.463 -1.311 -13.604 -0.585 -13.607 -0.564 -13.521 -1.091 -13.308 -1.722 8.376 0.410 0.164 0.012 40.975 40.363
160.000 -13.529 -1.350 -13.547 -1.298 -13.703 -0.540 -13.706 -0.517 -13.610 -1.071 -13.374 -1.716 8.361 0.504 0.172 0.016 41.012 40.491
161.000 -13.611 -1.335 -13.630 -1.282 -13.802 -0.483 -13.805 -0.458 -13.700 -1.049 -13.441 -1.708 8.344 0.599 0.180 0.019 41.050 40.605
162.000 -13.687 -1.320 -13.707 -1.265 -13.894 -0.418 -13.897 -0.388 -13.783 -1.026 -13.502 -1.700 8.323 0.690 0.189 0.023 41.087 40.703
163.000 -13.753 -1.306 -13.775 -1.250 -13.974 -0.348 -13.977 -0.310 -13.855 -1.004 -13.556 -1.693 8.298 0.769 0.197 0.027 41.119 40.784
164.000 -13.805 -1.294 -13.828 -1.238 -14.037 -0.280 -14.040 -0.231 -13.913 -0.986 -13.598 -1.688 8.270 0.830 0.205 0.031 41.145 40.844
165.000 -13.841 -1.287 -13.864 -1.230 -14.079 -0.227 -14.083 -0.163 -13.951 -0.975 -13.627 -1.684 8.240 0.865 0.210 0.033 41.162 40.881
166.000 -13.857 -1.286 -13.881 -1.228 -14.100 -0.214 -14.103 -0.144 -13.970 -0.973 -13.641 -1.683 8.229 0.881 0.213 0.034 41.170 40.897
167.000 -13.855 -1.291 -13.879 -1.234 -14.096 -0.255 -14.100 -0.200 -13.967 -0.981 -13.638 -1.686 8.259 0.884 0.211 0.034 41.169 40.896
