"Time (MJD)" PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
120.000 -15.787 -0.114 -15.895 -0.104 -16.865 -0.032 -16.904 -0.030 -16.902 -0.032 -17.010 -0.057 5.177 0.480 1.708 0.342 42.174 41.911
121.000 -15.776 -0.112 -15.884 -0.102 -16.854 -0.030 -16.893 -0.029 -16.890 -0.031 -17.001 -0.056 5.186 0.485 1.694 0.341 42.170 41.910
122.000 -15.765 -0.109 -15.874 -0.100 -16.844 -0.029 -16.883 -0.028 -16.878 -0.030 -16.992 -0.054 5.193 0.489 1.682 0.341 42.166 41.909
123.000 -15.755 -0.107 -15.864 -0.097 -16.833 -0.028 -16.872 -0.027 -16.866 -0.030 -16.982 -0.053 5.198 0.492 1.672 0.341 42.162 41.908
124.000 -15.744 -0.104 -15.853 -0.095 -16.823 -0.027 -16.861 -0.026 -16.854 -0.029 -16.973 -0.052 5.200 0.495 1.663 0.341 42.158 41.906
125.000 -15.734 -0.102 -15.843 -0.093 -16.812 -0.026 -16.850 -0.025 -16.842 -0.029 -16.964 -0.051 5.198 0.496 1.656 0.340 42.155 41.903
126.000 -15.724 -0.100 -15.833 -0.091 -16.802 -0.026 -16.839 -0.025 -16.830 -0.029 -16.955 -0.050 5.194 0.496 1.652 0.340 42.151 41.900
127.000 -15.714 -0.098 -15.823 -0.089 -16.791 -0.025 -16.829 -0.024 -16.817 -0.029 -16.945 -0.049 5.187 0.495 1.649 0.340 42.147 41.897
128.000 -15.704 -0.095 -15.813 -0.087 -16.781 -0.025 -16.818 -0.024 -16.805 -0.029 -16.936 -0.048 5.178 0.493 1.647 0.340 42.143 41.893
129.000 -15.694 -0.093 -15.803 -0.085 -16.770 -0.025 -16.807 -0.024 -16.793 -0.029 -16.926 -0.047 5.166 0.490 1.647 0.340 42.139 41.888
130.000 -15.684 -0.091 -15.794 -0.083 -16.760 -0.025 -16.796 -0.024 -16.781 -0.029 -16.917 -0.047 5.152 0.486 1.648 0.340 42.135 41.882
131.000 -15.674 -0.089 -15.784 -0.081 -16.749 -0.025 -16.785 -0.024 -16.769 -0.030 -16.908 -0.046 5.137 0.481 1.650 0.339 42.131 41.876
132.000 -15.665 -0.087 -15.775 -0.079 -16.739 -0.025 -16.774 -0.024 -16.757 -0.030 -16.898 -0.046 5.120 0.476 1.653 0.339 42.126 41.869
133.000 -15.655 -0.085 -15.765 -0.077 -16.728 -0.025 -16.764 -0.024 -16.744 -0.030 -16.889 -0.045 5.104 0.470 1.655 0.338 42.122 41.862
134.000 -15.646 -0.083 -15.756 -0.075 -16.718 -0.025 -16.753 -0.025 -16.732 -0.031 -16.879 -0.045 5.087 0.464 1.658 0.336 42.118 41.855
135.000 -15.637 -0.081 -15.747 -0.073 -16.707 -0.025 -16.742 -0.025 -16.720 -0.031 -16.870 -0.045 5.070 0.457 1.661 0.335 42.114 41.847
136.000 -15.628 -0.080 -15.738 -0.072 -16.697 -0.025 -16.731 -0.025 -16.708 -0.032 -16.860 -0.045 5.053 0.451 1.664 0.333 42.109 41.839
137.000 -15.619 -0.078 -15.729 -0.070 -16.686 -0.026 -16.721 -0.025 -16.696 -0.032 -16.851 -0.044 5.037 0.444 1.666 0.331 42.105 41.830
138.000 -15.610 -0.076 -15.720 -0.069 -16.676 -0.026 -16.710 -0.026 -16.684 -0.033 -16.841 -0.044 5.022 0.437 1.667 0.329 42.100 41.821
139.000 -15.602 -0.075 -15.712 -0.067 -16.666 -0.026 -16.699 -0.026 -16.672 -0.033 -16.832 -0.044 5.008 0.430 1.668 0.326 42.096 41.812
140.000 -15.593 -0.073 -15.703 -0.066 -16.656 -0.027 -16.689 -0.026 -16.660 -0.034 -16.822 -0.044 4.995 0.424 1.668 0.323 42.092 41.803
141.000 -15.585 -0.072 -15.695 -0.065 -16.645 -0.027 -16.678 -0.027 -16.648 -0.034 -16.812 -0.044 4.983 0.417 1.668 0.320 42.087 41.794
142.000 -15.576 -0.070 -15.686 -0.063 -16.635 -0.027 -16.668 -0.027 -16.636 -0.034 -16.803 -0.044 4.972 0.411 1.666 0.317 42.083 41.785
143.000 -15.568 -0.069 -15.678 -0.062 -16.625 -0.028 -16.657 -0.028 -16.625 -0.035 -16.793 -0.044 4.963 0.405 1.664 0.314 42.078 41.776
144.000 -15.561 -0.067 -15.670 -0.061 -16.615 -0.028 -16.647 -0.028 -16.613 -0.035 -16.783 -0.044 4.954 0.399 1.661 0.310 42.074 41.767
145.000 -15.553 -0.066 -15.663 -0.060 -16.605 -0.028 -16.636 -0.028 -16.601 -0.035 -16.773 -0.044 4.947 0.394 1.658 0.307 42.069 41.758
146.000 -15.545 -0.065 -15.655 -0.059 -16.595 -0.029 -16.626 -0.029 -16.589 -0.036 -16.763 -0.044 4.941 0.389 1.653 0.303 42.065 41.749
147.000 -15.538 -0.064 -15.647 -0.058 -16.585 -0.029 -16.616 -0.029 -16.578 -0.036 -16.754 -0.044 4.935 0.384 1.648 0.300 42.060 41.740
148.000 -15.531 -0.063 -15.640 -0.057 -16.576 -0.030 -16.606 -0.029 -16.566 -0.036 -16.744 -0.044 4.931 0.379 1.642 0.296 42.055 41.731
149.000 -15.523 -0.062 -15.633 -0.056 -16.566 -0.030 -16.596 -0.030 -16.554 -0.036 -16.734 -0.044 4.929 0.375 1.635 0.292 42.051 41.722
150.000 -15.517 -0.061 -15.626 -0.055 -16.556 -0.030 -16.586 -0.030 -16.543 -0.037 -16.724 -0.044 4.927 0.371 1.628 0.289 42.046 41.714
151.000 -15.510 -0.060 -15.619 -0.054 -16.547 -0.031 -16.576 -0.030 -16.531 -0.037 -16.714 -0.045 4.926 0.367 1.620 0.285 42.042 41.705
152.000 -15.503 -0.059 -15.612 -0.054 -16.537 -0.031 -16.566 -0.031 -16.520 -0.037 -16.703 -0.045 4.926 0.363 1.611 0.281 42.037 41.697
153.000 -15.497 -0.059 -15.606 -0.053 -16.528 -0.032 -16.556 -0.031 -16.509 -0.037 -16.693 -0.045 4.928 0.360 1.601 0.277 42.032 41.688
154.000 -15.491 -0.058 -15.600 -0.053 -16.519 -0.032 -16.547 -0.031 -16.497 -0.037 -16.683 -0.045 4.930 0.357 1.591 0.273 42.028 41.680
155.000 -15.485 -0.058 -15.593 -0.052 -16.510 -0.032 -16.537 -0.032 -16.486 -0.037 -16.673 -0.046 4.933 0.354 1.581 0.270 42.023 41.672
156.000 -15.479 -0.057 -15.587 -0.052 -16.501 -0.033 -16.528 -0.032 -16.475 -0.037 -16.662 -0.046 4.938 0.352 1.569 0.266 42.018 41.665
157.000 -15.473 -0.057 -15.582 -0.052 -16.492 -0.033 -16.518 -0.033 -16.464 -0.038 -16.652 -0.046 4.943 0.350 1.557 0.262 42.014 41.657
158.000 -15.468 -0.057 -15.576 -0.051 -16.483 -0.034 -16.509 -0.033 -16.453 -0.038 -16.642 -0.047 4.950 0.348 1.545 0.259 42.009 41.650
159.000 -15.463 -0.056 -15.571 -0.051 -16.474 -0.035 -16.500 -0.034 -16.442 -0.038 -16.631 -0.047 4.957 0.347 1.532 0.255 42.004 41.643
160.000 -15.458 -0.056 -15.566 -0.051 -16.466 -0.035 -16.491 -0.034 -16.431 -0.038 -16.621 -0.047 4.966 0.346 1.519 0.252 42.000 41.636
161.000 -15.453 -0.056 -15.561 -0.051 -16.457 -0.036 -16.482 -0.035 -16.420 -0.038 -16.610 -0.048 4.976 0.346 1.505 0.248 41.995 41.630
162.000 -15.449 -0.057 -15.556 -0.051 -16.449 -0.036 -16.473 -0.035 -16.410 -0.038 -16.599 -0.049 4.986 0.346 1.490 0.245 41.991 41.624
163.000 -15.444 -0.057 -15.551 -0.052 -16.441 -0.037 -16.465 -0.036 -16.399 -0.038 -16.589 -0.049 4.998 0.346 1.476 0.242 41.986 41.619
164.000 -15.440 -0.057 -15.547 -0.052 -16.432 -0.037 -16.456 -0.036 -16.388 -0.038 -16.578 -0.050 5.011 0.347 1.461 0.239 41.982 41.614
165.000 -15.436 -0.058 -15.543 -0.053 -16.424 -0.038 -16.448 -0.037 -16.378 -0.039 -16.567 -0.051 5.025 0.349 1.445 0.236 41.977 41.609
166.000 -15.432 -0.058 -15.539 -0.053 -16.417 -0.039 -16.439 -0.037 -16.367 -0.039 -16.556 -0.051 5.040 0.351 1.429 0.233 41.973 41.605
167.000 -15.429 -0.059 -15.535 -0.054 -16.409 -0.039 -16.431 -0.038 -16.357 -0.039 -16.545 -0.052 5.056 0.353 1.413 0.231 41.968 41.602
168.000 -15.425 -0.060 -15.531 -0.055 -16.401 -0.040 -16.423 -0.038 -16.347 -0.039 -16.534 -0.053 5.073 0.356 1.396 0.228 41.964 41.599
169.000 -15.422 -0.061 -15.528 -0.056 -16.394 -0.041 -16.415 -0.039 -16.336 -0.039 -16.523 -0.054 5.092 0.360 1.379 0.226 41.960 41.596
170.000 -15.419 -0.062 -15.524 -0.057 -16.386 -0.041 -16.407 -0.040 -16.326 -0.039 -16.512 -0.055 5.112 0.365 1.362 0.224 41.955 41.594
171.000 -15.417 -0.064 -15.521 -0.058 -16.379 -0.042 -16.399 -0.040 -16.316 -0.039 -16.500 -0.056 5.133 0.370 1.344 0.222 41.951 41.593
172.000 -15.414 -0.065 -15.519 -0.059 -16.372 -0.042 -16.392 -0.041 -16.306 -0.040 -16.489 -0.057 5.155 0.376 1.326 0.221 41.947 41.593
173.000 -15.412 -0.067 -15.516 -0.061 -16.365 -0.043 -16.384 -0.041 -16.296 -0.040 -16.477 -0.059 5.179 0.382 1.308 0.219 41.943 41.593
174.000 -15.410 -0.068 -15.514 -0.063 -16.358 -0.043 -16.377 -0.042 -16.286 -0.040 -16.466 -0.060 5.204 0.390 1.290 0.218 41.939 41.594
175.000 -15.408 -0.070 -15.511 -0.064 -16.351 -0.044 -16.369 -0.042 -16.276 -0.040 -16.454 -0.061 5.231 0.398 1.271 0.216 41.936 41.595
176.000 -15.406 -0.072 -15.509 -0.066 -16.344 -0.044 -16.362 -0.042 -16.266 -0.040 -16.443 -0.062 5.259 0.407 1.253 0.215 41.932 41.597
177.000 -15.405 -0.075 -15.508 -0.068 -16.338 -0.045 -16.355 -0.043 -16.257 -0.040 -16.431 -0.064 5.289 0.417 1.234 0.214 41.929 41.599
178.000 -15.404 -0.077 -15.506 -0.071 -16.331 -0.045 -16.348 -0.043 -16.247 -0.041 -16.419 -0.065 5.320 0.427 1.214 0.213 41.925 41.603
179.000 -15.403 -0.080 -15.505 -0.073 -16.325 -0.046 -16.341 -0.044 -16.237 -0.041 -16.407 -0.067 5.353 0.439 1.195 0.212 41.922 41.606
180.000 -15.402 -0.083 -15.503 -0.076 -16.319 -0.046 -16.334 -0.044 -16.228 -0.041 -16.395 -0.068 5.387 0.451 1.176 0.212 41.919 41.610
181.000 -15.401 -0.085 -15.502 -0.078 -16.313 -0.047 -16.328 -0.044 -16.218 -0.041 -16.383 -0.070 5.423 0.464 1.156 0.211 41.916 41.615
182.000 -15.401 -0.089 -15.501 -0.081 -16.306 -0.047 -16.321 -0.044 -16.209 -0.042 -16.371 -0.072 5.460 0.478 1.137 0.210 41.913 41.620
183.000 -15.400 -0.092 -15.501 -0.084 -16.301 -0.047 -16.315 -0.045 -16.199 -0.042 -16.358 -0.074 5.499 0.492 1.118 0.209 41.911 41.625
184.000 -15.400 -0.095 -15.500 -0.088 -16.295 -0.048 -16.308 -0.045 -16.190 -0.043 -16.346 -0.076 5.539 0.507 1.099 0.209 41.908 41.631
185.000 -15.400 -0.099 -15.500 -0.091 -16.289 -0.048 -16.302 -0.045 -16.180 -0.043 -16.333 -0.078 5.581 0.523 1.080 0.208 41.906 41.637
186.000 -15.400 -0.103 -15.499 -0.095 -16.283 -0.048 -16.296 -0.046 -16.171 -0.044 -16.321 -0.080 5.623 0.539 1.061 0.207 41.904 41.643
187.000 -15.401 -0.107 -15.499 -0.099 -16.278 -0.049 -16.289 -0.046 -16.162 -0.045 -16.308 -0.082 5.666 0.555 1.043 0.207 41.902 41.648
188.000 -15.401 -0.112 -15.499 -0.103 -16.272 -0.049 -16.283 -0.046 -16.152 -0.046 -16.295 -0.084 5.710 0.571 1.025 0.206 41.901 41.654
189.000 -15.402 -0.116 -15.500 -0.107 -16.267 -0.050 -16.277 -0.047 -16.143 -0.047 -16.282 -0.087 5.753 0.587 1.008 0.205 41.899 41.660
190.000 -15.403 -0.121 -15.500 -0.112 -16.261 -0.051 -16.271 -0.047 -16.134 -0.048 -16.269 -0.090 5.796 0.603 0.991 0.204 41.898 41.665
191.000 -15.404 -0.126 -15.500 -0.116 -16.256 -0.052 -16.265 -0.048 -16.124 -0.050 -16.256 -0.092 5.838 0.618 0.975 0.203 41.896 41.669
192.000 -15.405 -0.131 -15.501 -0.121 -16.251 -0.053 -16.259 -0.049 -16.115 -0.051 -16.243 -0.095 5.878 0.632 0.960 0.201 41.895 41.674
193.000 -15.406 -0.137 -15.502 -0.126 -16.245 -0.054 -16.254 -0.050 -16.106 -0.053 -16.229 -0.099 5.918 0.645 0.946 0.200 41.894 41.677
194.000 -15.407 -0.142 -15.503 -0.132 -16.240 -0.056 -16.248 -0.052 -16.097 -0.056 -16.216 -0.102 5.955 0.657 0.933 0.198 41.892 41.680
195.000 -15.409 -0.148 -15.504 -0.137 -16.235 -0.057 -16.242 -0.053 -16.087 -0.058 -16.202 -0.106 5.991 0.667 0.920 0.197 41.891 41.681
196.000 -15.410 -0.154 -15.505 -0.143 -16.230 -0.059 -16.236 -0.055 -16.078 -0.061 -16.188 -0.110 6.026 0.677 0.908 0.195 41.889 41.682
197.000 -15.412 -0.161 -15.506 -0.149 -16.225 -0.062 -16.231 -0.057 -16.069 -0.065 -16.175 -0.114 6.059 0.684 0.897 0.193 41.888 41.682
198.000 -15.414 -0.167 -15.507 -0.156 -16.220 -0.064 -16.225 -0.060 -16.060 -0.068 -16.161 -0.118 6.090 0.691 0.886 0.190 41.886 41.682
199.000 -15.416 -0.174 -15.508 -0.162 -16.215 -0.067 -16.219 -0.063 -16.050 -0.072 -16.147 -0.123 6.120 0.697 0.875 0.188 41.884 41.680
200.000 -15.418 -0.182 -15.510 -0.169 -16.210 -0.071 -16.214 -0.066 -16.041 -0.076 -16.132 -0.128 6.149 0.701 0.865 0.185 41.882 41.678
