"Time (MJD)" PAN-STARRS/PS1.g PAN-STARRS/PS1.g_err PAN-STARRS/PS1.i PAN-STARRS/PS1.i_err PAN-STARRS/PS1.r PAN-STARRS/PS1.r_err PAN-STARRS/PS1.z PAN-STARRS/PS1.z_err Palomar/ZTF.g Palomar/ZTF.g_err Palomar/ZTF.r Palomar/ZTF.r_err "Temp./1e3 (K)" "Temp. Err." "Radius/1e15 (cm)" "Radius Err." "Log10(Bol. Lum)" "Log10(Bol. Err)"
176.000 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 8.365 0.384 0.022 0.002 39.219 38.583
177.000 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 8.365 0.384 0.022 0.002 39.219 38.583
178.000 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 8.365 0.384 0.022 0.002 39.219 38.583
179.000 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 8.365 0.384 0.022 0.002 39.219 38.583
180.000 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 8.365 0.384 0.022 0.002 39.219 38.583
181.000 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 -9.140 -4.616 8.365 0.384 0.022 0.002 39.219 38.583
182.000 -9.141 -4.616 -9.141 -4.616 -9.141 -4.616 -9.141 -4.616 -9.141 -4.616 -9.141 -4.616 8.365 0.383 0.022 0.002 39.219 38.583
183.000 -9.142 -4.616 -9.142 -4.616 -9.142 -4.616 -9.142 -4.616 -9.142 -4.616 -9.142 -4.616 8.364 0.382 0.022 0.002 39.220 38.582
184.000 -9.145 -4.616 -9.145 -4.616 -9.146 -4.616 -9.146 -4.616 -9.146 -4.616 -9.144 -4.616 8.363 0.379 0.022 0.002 39.221 38.580
185.000 -9.152 -4.616 -9.153 -4.616 -9.155 -4.616 -9.156 -4.616 -9.155 -4.616 -9.151 -4.616 8.359 0.371 0.022 0.001 39.224 38.574
186.000 -9.170 -4.616 -9.170 -4.616 -9.177 -4.616 -9.178 -4.616 -9.175 -4.616 -9.167 -4.616 8.352 0.353 0.022 0.001 39.232 38.561
187.000 -9.207 -4.616 -9.208 -4.616 -9.224 -4.616 -9.225 -4.616 -9.220 -4.616 -9.202 -4.616 8.337 0.315 0.023 0.001 39.248 38.528
188.000 -9.280 -4.613 -9.283 -4.613 -9.316 -4.613 -9.317 -4.613 -9.306 -4.613 -9.269 -4.614 8.309 0.242 0.024 0.001 39.279 38.447
189.000 -9.412 -4.603 -9.418 -4.603 -9.481 -4.604 -9.484 -4.604 -9.463 -4.605 -9.391 -4.608 8.266 0.118 0.026 0.001 39.336 38.195
190.000 -9.630 -4.573 -9.641 -4.573 -9.754 -4.575 -9.759 -4.575 -9.722 -4.578 -9.591 -4.590 8.209 0.103 0.029 0.001 39.430 38.232
191.000 -9.958 -4.494 -9.977 -4.495 -10.166 -4.499 -10.174 -4.499 -10.111 -4.509 -9.894 -4.541 8.154 0.378 0.034 0.003 39.571 38.943
192.000 -10.407 -4.320 -10.436 -4.321 -10.730 -4.330 -10.742 -4.331 -10.644 -4.355 -10.307 -4.433 8.121 0.736 0.043 0.006 39.763 39.428
193.000 -10.961 -3.986 -11.003 -3.987 -11.424 -4.004 -11.441 -4.005 -11.301 -4.057 -10.817 -4.228 8.119 1.151 0.057 0.013 39.997 39.858
194.000 -11.568 -3.428 -11.623 -3.430 -12.184 -3.456 -12.207 -3.459 -12.020 -3.561 -11.374 -3.899 8.111 1.570 0.076 0.024 40.250 40.248
195.000 -12.141 -2.612 -12.209 -2.614 -12.902 -2.651 -12.931 -2.654 -12.699 -2.846 -11.901 -3.459 7.959 1.868 0.103 0.040 40.484 40.571
196.000 -12.581 -1.555 -12.659 -1.558 -13.453 -1.604 -13.485 -1.606 -13.219 -1.981 -12.304 -3.001 7.318 1.760 0.150 0.066 40.661 40.778
197.000 -12.800 -0.339 -12.883 -0.346 -13.725 -0.403 -13.760 -0.393 -13.477 -1.274 -12.504 -2.715 5.297 0.721 0.358 0.128 40.858 40.811
198.000 -12.750 -0.924 -12.832 -0.924 -13.662 -0.881 -13.696 -0.868 -13.416 -1.461 -12.456 -2.780 6.452 1.373 0.215 0.096 40.756 40.846
